"","compound_identifier","original_name.x","cleaned_name.x","name_comments.x","compound_identifier_new","original_name.y","cleaned_name.y","name_comments.y"
"3239","3916C","cis-linalool oxideÂ (furanoid)",NA,NA,"3916C","car-3-ene-2-one","",NA
"3240","3917C","cis-linalool oxidec",NA,NA,"3917C","germacra-4(15),5,10,(14)-trien-1-al","",NA
"3241","3918C","cis-linaloolÂ oxideÂ (furanoid)",NA,NA,"3918C","m-cumen-8-ol","",NA
"3242","3919C","cis-linalooloxide (furan isomer)",NA,NA,"3919C","p-cumen-8-ol","",NA
"3243","391C","caryophylla-alpha-4(14),8(15)-diene-5-beta-ol",NA,NA,"391C","occidolacetate","",NA
"3244","3920C","cis-linalooloxide (furanoid form)",NA,NA,"3920C","salvialÃ¢Â€Â”4(14)-en-1-on","",NA
"3245","3921C","cis-linalooloxide (furanoid) b",NA,NA,"3921C","(z)-6-pentadecen-2-one","",NA
"3246","3922C","cis-linalooloxide (piranoid)",NA,NA,"3922C","cis-14-nor-muurol-5-en-4-one","",NA
"3247","3923C","cis-linalooloxide (pyranoid)",NA,NA,"3923C","ar-alpha-dehydrohimachalene","",NA
"3248","3924C","cis-linalooloxideacetate",NA,NA,"3924C","o-tolualdehyde","",NA
"3249","3925C","cis-linelooloxide (furanoid)",NA,NA,"3925C","alpha-comphlenal","",NA
"3250","3926C","cis-m-mentha-2,8-diene",NA,NA,"3926C","cis-p-menthofuran-2-en-1-ol","",NA
"3251","3927C","cis-mentha-1,8-dien-6-ol",NA,NA,"3927C","cis-thujone","",NA
"3252","3928C","cis-mentha-1,8-diene",NA,NA,"3928C","murrol acetate","",NA
"3253","3929C","cis-mentha-2-en-1-ol",NA,NA,"3929C","p-menthofuran-2-ene-1,4-diol","",NA
"3254","392C","caryophylladienol",NA,NA,"392C","2-methylbutanal","",NA
"3255","3930C","cis-mentha-alpha-1,8-dien-6-ol",NA,NA,"3930C","sanina ketone","",NA
"3256","3931C","cis-menthone",NA,NA,"3931C","terpinen-4-ol acetate","",NA
"3257","3932C","cis-murola-4(14),5-diene",NA,NA,"3932C","trans-p-menthofuran-2-en-1-ol","",NA
"3258","3933C","cis-murole-4(14),4-diene",NA,NA,"3933C","trans-thujone","",NA
"3259","3934C","cis-muurol-5-en-4-alpha-ol",NA,NA,"3934C","4z-decenal","",NA
"3260","3935C","cis-muurol-5-en-4-beta-ol",NA,NA,"3935C","sandaracopimara-8(14),15 diene","",NA
"3261","3936C","cis-muurol-5-en-4-ol",NA,NA,"3936C","trans-thujone (alpha-thujone)","",NA
"3262","3937C","cis-muurola-1(14),5-diene",NA,NA,"3937C","benzenepropanal","",NA
"3263","3938C","cis-muurola-3.5-diene",NA,NA,"3938C","ledol+rosifoliol","",NA
"3264","3939C","cis-muurola-4-(14), 5-diene",NA,NA,"3939C","aristolochene","",NA
"3265","393C","caryophyllen-8-ol",NA,NA,"393C","2-methyoxy-4-vinylphenol","",NA
"3266","3940C","cis-muurola-4 (14),5-diene",NA,NA,"3940C","benzyl butanoate","",NA
"3267","3941C","cis-muurola-4(14)-5-diene",NA,NA,"3941C","cyclohexyl cyclohexane","",NA
"3268","3942C","cis-muurola-4(14)-diene",NA,NA,"3942C","delta-7,8-ar-himachalene","",NA
"3269","3943C","cis-muurola-4(14),""5-diene",NA,NA,"3943C","e-nerolidol","",NA
"3270","3944C","cis-muurola-4(14),5-diene",NA,NA,"3944C","ethylhex-3-enoate","",NA
"3271","3945C","cis-muurola-4(14)5-diene",NA,NA,"3945C","myrcenone","",NA
"3272","3946C","cis-muurola-4(15) 5-diene",NA,NA,"3946C","pentadecene","",NA
"3273","3947C","cis-muurola-alpha-4(14),-5-diene",NA,NA,"3947C","phenyl methylcarbinylacetate","",NA
"3274","3948C","cis-muurola-alpha-4(14),5-diene",NA,NA,"3948C","gamma-terpinene-7-al","",NA
"3275","3949C","cis-muurole-3,5-diene",NA,NA,"3949C","perillyl 2-methylbutyrate","",NA
"3276","394C","caryophyllene",NA,NA,"394C","2-phenylethanol","",NA
"3277","3950C","cis-muurole-4(14),5-diene",NA,NA,"3950C","perillyl isovalerate","",NA
"3278","3951C","cis-muurula-3,5-diene",NA,NA,"3951C","sabinyl-2-methylbutyrate","",NA
"3279","3952C","cis-myrtanal",NA,NA,"3952C","sabinyl isovalerate","",NA
"3280","3953C","cis-myrtanol",NA,NA,"3953C","tricylene","",NA
"3281","3954C","cis-myrtenol",NA,NA,"3954C","limonene(~25%)+beta-phellandrene(~75%)","",NA
"3282","3955C","cis-nerolidol",NA,NA,"3955C","1-ethyl-3-methybenzene","",NA
"3283","3956C","cis-nuceferol",NA,NA,"3956C","2-undecane","",NA
"3284","3957C","cis-p-2-menthen-1-ol",NA,NA,"3957C","geranic acid+alpha-cubebene","",NA
"3285","3958C","cis-p-menten-1-ol",NA,NA,"3958C","ethyl heptadecanoate","",NA
"3286","3959C","cis-p-menth-1-en-8-ol",NA,NA,"3959C","tetradecene","",NA
"3287","395C","caryophyllene oxide",NA,NA,"395C","3-methy-2-butenol","",NA
"3288","3960C","cis-p-menth-1-en-9-ol",NA,NA,"3960C","p-mentha-1,3,6-triene","",NA
"3289","3961C","cis-p-menth-2-en-1,8-diol",NA,NA,"3961C","methyl anisole","",NA
"3290","3962C","cis-p-menth-2-en-7-ol",NA,NA,"3962C","(e,e)-farnesene","",NA
"3291","3963C","cis-p-menth-2-ene-1-ol",NA,NA,"3963C","beta-giurjunene","",NA
"3292","3964C","cis-p-menth-3-en-1,2-diol",NA,NA,"3964C","3,7-dimethyl-1,5,7-octatrien-3-ol","",NA
"3293","3965C","cis-p-menth-8-en-2-ol",NA,NA,"3965C","alpha-ocimene","",NA
"3294","3966C","cis-p-mentha-2-1-ol",NA,NA,"3966C","eucalyptol","",NA
"3295","3967C","cis-p-mentha-2-en-1-ol",NA,NA,"3967C","linaloolÃ‚Â oxideÃ‚Â aÃ‚Â (furanoid)","",NA
"3296","3968C","cis-p-mentha-2-en-1-ol c",NA,NA,"3968C","linaloolÃ‚Â oxideÃ‚Â bÃ‚Â (furanoid)","",NA
"3297","3969C","cis-p-mentha-2-en-1,8-diol",NA,NA,"3969C","linalylÃ‚Â acetate","",NA
"3298","396C","caryophyllenol-i",NA,NA,"396C","3-methylbutanal","",NA
"3299","3970C","cis-p-mentha-2,6-dien-1-ol",NA,NA,"3970C","nerylÃ‚Â acetate","",NA
"3300","3971C","cis-p-mentha-2,8-dien-8-ol",NA,NA,"3971C","octen-1-ol,Ã‚Â acetate","",NA
"3301","3972C","cis-p-mentha-2,8-trien-1-ol",NA,NA,"3972C","(22)-(6e)-farnesol","",NA
"3302","3973C","cis-p-mentha-3-en-1,2-diol",NA,NA,"3973C","3-octenylacetate","",NA
"3303","3974C","cis-p-menthen-1-ol",NA,NA,"3974C","beta-pinene+6-methyl-5-hepten-3-one","",NA
"3304","3975C","cis-p-menthofuran-2-en-1-ol",NA,NA,"3975C","borneol + linalool oxide (pyranoid)","",NA
"3305","3976C","cis-p-meth-2,8-dienol",NA,NA,"3976C","geraniaceae","",NA
"3306","3977C","cis-p-metnth-2-en-1-ol",NA,NA,"3977C","hexyl isobutyrate+pinocarvone","",NA
"3307","3978C","cis-p-piperitol acetate",NA,NA,"3978C","nerol+citronellol+carvone","",NA
"3308","3979C","cis-para-menth-2-en-1-ol",NA,NA,"3979C","(z)-beta-famesene","",NA
"3309","397C","caryophyllenol-ii",NA,NA,"397C","3-penten-2-ol","",NA
"3310","3980C","cis-para-menth-2-ene-1-ol",NA,NA,"3980C","lanalyl acetate","",NA
"3311","3981C","cis-para-mentha-2,8-dien-1-ol",NA,NA,"3981C","14-hydroxy-9-epi-caryophyllene","",NA
"3312","3982C","cis-phytol",NA,NA,"3982C","an allo-ocimene","",NA
"3313","3983C","cis-pinane",NA,NA,"3983C","cis-mentha-2-en-1-ol","",NA
"3314","3984C","cis-pinen-2-ol",NA,NA,"3984C","trans-menth-2-en-1-ol","",NA
"3315","3985C","cis-pinene",NA,NA,"3985C","citronellyl butyrate + trans-cadina-1(2),4-diene","",NA
"3316","3986C","cis-pinenehydrate",NA,NA,"3986C","(z)-ligustillide + mint sulfide","",NA
"3317","3987C","cis-pinocamphon",NA,NA,"3987C","acora-3,5-diene-11-ol","",NA
"3318","3988C","cis-pinocarveol",NA,NA,"3988C","epi-alpha-bisabol-1-one","",NA
"3319","3989C","cis-pinocarvyl acetate",NA,NA,"3989C","gamma-curcumenal","",NA
"3320","398C","caryophyllenoxide",NA,NA,"398C","3-phenylpropanol","",NA
"3321","3990C","cis-pinocarvylacetate",NA,NA,"3990C","helifolen-12-al","",NA
"3322","3991C","cis-piperitolacetate",NA,NA,"3991C","isosafrole","",NA
"3323","3992C","cis-piperitone epoxide",NA,NA,"3992C","n-heptanol","",NA
"3324","3993C","cis-piperitoneepoxide",NA,NA,"3993C","n-nuciferylacetate","",NA
"3325","3994C","cis-piperitoneoxide",NA,NA,"3994C","sesquiphellandrene","",NA
"3326","3995C","cis-piperitylacetate",NA,NA,"3995C","3,24-dioxours-12-en-28-oic acid","",NA
"3327","3996C","cis-pulegol",NA,NA,"3996C","eudesma-3,11-diene","",NA
"3328","3997C","cis-rose oxide",NA,NA,"3997C","guaiene","",NA
"3329","3998C","cis-rosefuran",NA,NA,"3998C","22-beta-hydroxyoleanonic acid","",NA
"3330","3999C","cis-roseoxide",NA,NA,"3999C","lantadene a","",NA
"3331","399C","caryophyllenyl alcohol",NA,NA,"399C","6-methyl-5-hepten-2-ol","",NA
"3332","39C","(e)-nuciferol",NA,NA,"39C","alpha-campholenal","",NA
"3333","3C","(e)-1-propenyl methyl trisulfide",NA,NA,"3C","alpha-calacorene","",NA
"3334","4000C","cis-sabenene acetate",NA,NA,"4000C","lantadene b","",NA
"3335","4001C","cis-sabinene hydrate/linalool",NA,NA,"4001C","lantadene c","",NA
"3336","4002C","cis-sabinene hydrate+linalool",NA,NA,"4002C","lantadene d","",NA
"3337","4003C","cis-sabineneÂ hydrate",NA,NA,"4003C","reduced lantadene a","",NA
"3338","4004C","cis-sabinine hydrate",NA,NA,"4004C","reduced lantadene b","",NA
"3339","4005C","cis-sabinol+methylsalicylate",NA,NA,"4005C","delta-3-cadinene","",NA
"3340","4006C","cis-sabinyl acetate",NA,NA,"4006C","9,12,15-octadecatrienoic acid, ethylester","",NA
"3341","4007C","cis-salvene",NA,NA,"4007C","(-)-italicene ether","",NA
"3342","4008C","cis-sesquilavandulol",NA,NA,"4008C","sesquiphellendrene","",NA
"3343","4009C","cis-sesquisabinene hydrate",NA,NA,"4009C","stearic acid","",NA
"3344","400C","cedr-8(15)-en-9-ol",NA,NA,"400C","acids","",NA
"3345","4010C","cis-tent-muurola-3,5-diene",NA,NA,"4010C","2,6-dimethyl-4-heptanone","",NA
"3346","4011C","cis-theaspirane",NA,NA,"4011C","2-hexen-1-al","",NA
"3347","4012C","cis-threo-davanafuran",NA,NA,"4012C","3-eicosyne","",NA
"3348","4013C","cis-thujan-4-ol",NA,NA,"4013C","5-methoxy-2,2-dimethylindan-1-one","",NA
"3349","4014C","cis-thujone",NA,NA,"4014C","butyl phthalate","",NA
"3350","4015C","cis-thujopsenal",NA,NA,"4015C","cycloheptatriene","",NA
"3351","4016C","cis-thujopsene",NA,NA,"4016C","cymol","",NA
"3352","4017C","cis-totarol",NA,NA,"4017C","delta-carene","",NA
"3353","4018C","cis-valerenylacetate",NA,NA,"4018C","geraniol formate","",NA
"3354","4019C","cis-verbena1",NA,NA,"4019C","isobutylphthalate","",NA
"3355","401C","cedren-8-en-9-alpha-ol",NA,NA,"401C","alcohol","",NA
"3356","4020C","cis-verbenol+trans-sabinol",NA,NA,"4020C","lauric acid","",NA
"3357","4021C","cis-vertocitral",NA,NA,"4021C","l-borneol","",NA
"3358","4022C","cis-z-alpha-bisabolene epoxide",NA,NA,"4022C","l-bornylacetate","",NA
"3359","4023C","cis - sabinene hydrate",NA,NA,"4023C","l-linalool","",NA
"3360","4024C","cis -3- hexenol",NA,NA,"4024C","l-phellandrene","",NA
"3361","4025C","cis -beta- ocimene",NA,NA,"4025C","n-butyl acetate","",NA
"3362","4026C","citonellal",NA,NA,"4026C","perfluorotributylamine","",NA
"3363","4027C","citonellol",NA,NA,"4027C","phytol isomer","",NA
"3364","4028C","citonellyl formate",NA,NA,"4028C","p-methoxy acetophenone","",NA
"3365","4029C","citral",NA,NA,"4029C","q-xylene","",NA
"3366","402C","cedrol",NA,NA,"402C","aldehydes","",NA
"3367","4030C","citral(neral+geranial)",NA,NA,"4030C","sigma-cadinene","",NA
"3368","4031C","citranellal",NA,NA,"4031C","sigma-elemene","",NA
"3369","4032C","citranellol",NA,NA,"4032C","sigma-gurjunene","",NA
"3370","4033C","citronella1",NA,NA,"4033C","sigma-muurolene","",NA
"3371","4034C","citronellal dimmer",NA,NA,"4034C","sigma-terpinene","",NA
"3372","4035C","citronellol+nerol",NA,NA,"4035C","z-thujenol","",NA
"3373","4036C","citronellyl",NA,NA,"4036C","4,8,12-trimethyl-1,3-(e)-7-(e)-11-tridecatetraene","",NA
"3374","4037C","citronellyl angelate",NA,NA,"4037C","4,8-dimethyl-1,3-(e)-7-nonatriene","",NA
"3375","4038C","citronellyl butyrate + trans-cadina-1(2),4-diene",NA,NA,"4038C","6-ethenyltetrahydro-2,2,6-trimethyl-2h-pyran-3(4h)-one","",NA
"3376","4039C","citronellyl caproate",NA,NA,"4039C","dihydro-beta-ionone","",NA
"3377","403C","chamazulene",NA,NA,"403C","apiole","",NA
"3378","4040C","citronellyl citronellate",NA,NA,"4040C","linalool oxide (pyranoid) ii","",NA
"3379","4041C","citronellyl formate",NA,NA,"4041C","linalool oxide (pyranoid) i","",NA
"3380","4042C","citronellyl propionate",NA,NA,"4042C","methyl-2-hydroxy benzoate","",NA
"3381","4043C","citronellyl valerate",NA,NA,"4043C","trans-2-hexenal","",NA
"3382","4044C","citronnellyl acetate",NA,NA,"4044C","trans-4-thujanol","",NA
"3383","4045C","citronnellyl butyrate",NA,NA,"4045C","trans-alpha-farnesene","",NA
"3384","4046C","citronnellylformiate",NA,NA,"4046C","trans-beta-ocimene epoxide","",NA
"3385","4047C","citronnellyltiglate",NA,NA,"4047C","trans-ocimenol","",NA
"3386","4048C","citronnellylvalerate",NA,NA,"4048C","caranyl acetate ii","",NA
"3387","4049C","compound a",NA,NA,"4049C","caranyl acetate i","",NA
"3388","404C","chrysanthenone",NA,NA,"404C","benzyl alcohol","",NA
"3389","4050C","copaborneol",NA,NA,"4050C","cis-4-caranone","",NA
"3390","4051C","copadiene",NA,NA,"4051C","pentyl acetate","",NA
"3391","4052C","copaene",NA,NA,"4052C","trans-caranone (3-isocaranone)","",NA
"3392","4053C","criptone",NA,NA,"4053C","trans-shisool","",NA
"3393","4054C","cromolaenin",NA,NA,"4054C","(e)-2-hexyl butyrate","",NA
"3394","4055C","cryptoacorone",NA,NA,"4055C","paradisiol","",NA
"3395","4056C","cryptomendiol",NA,NA,"4056C","campholenicaldehyde","",NA
"3396","4057C","cryptomeridiol",NA,NA,"4057C","1-phenylpropanol","",NA
"3397","4058C","cryptomerione",NA,NA,"4058C","3-oxdelta-p-menth-1-en-7-al","",NA
"3398","4059C","cryptomerionet",NA,NA,"4059C","4-methylhexyl 2-methylbutyrate","",NA
"3399","405C","cinnamyl isovalerate",NA,NA,"405C","benzyl benzoate","",NA
"3400","4060C","crytone",NA,NA,"4060C","4-methylpentyl-2-methylbutyrate","",NA
"3401","4061C","cubeban-11-ol",NA,NA,"4061C","4-vinylphenol","",NA
"3402","4062C","cubeben-11-ol",NA,NA,"4062C","6-methyl-2-heptanol","",NA
"3403","4063C","cubebene",NA,NA,"4063C","alpha-copaene/biphenyl","",NA
"3404","4064C","cubebeta-11-ene",NA,NA,"4064C","beta-phellandrene/limonene","",NA
"3405","4065C","cubebol*",NA,NA,"4065C","cyclohexanol","",NA
"3406","4066C","cubenolÂ 1,10-di-epi",NA,NA,"4066C","delta-guaiacol","",NA
"3407","4067C","cubitene",NA,NA,"4067C","(e)-2-methyl-3-octen-5-yne","",NA
"3408","4068C","cumene",NA,NA,"4068C","isoamyl benzoate/trans-p-mentha-2,8-dien-1-ol","",NA
"3409","4069C","cumin alcohola",NA,NA,"4069C","isobergapten","",NA
"3410","406C","cis-3-hexenol",NA,NA,"406C","cis-linalooloxide (furanoid)","",NA
"3411","4070C","cuminÂ alcohol",NA,NA,"4070C","linoleic acid/osthole","",NA
"3412","4071C","cuminaldehyde",NA,NA,"4071C","suberosin","",NA
"3413","4072C","cuminaldeyde",NA,NA,"4072C","(z)-2-methyl-3-octen-5-yne","",NA
"3414","4073C","cuminol",NA,NA,"4073C","1,2-dihydrdelta-1,1,6-trimethylnaphthalene","",NA
"3415","4074C","cuminyl acetate",NA,NA,"4074C","2-acetylfuran","",NA
"3416","4075C","cuminyl alcohol",NA,NA,"4075C","4-methylpentylisovalerate","",NA
"3417","4076C","cuminyl formate",NA,NA,"4076C","calamenen-1,11-epoxide","",NA
"3418","4077C","cumol",NA,NA,"4077C","2,7-dimethyl-2,6-octadiene","",NA
"3419","4078C","cunenol",NA,NA,"4078C","5-methylhexyl-2-methylbutyrate","",NA
"3420","4079C","curcumanolide a",NA,NA,"4079C","alpha-agarofuran","",NA
"3421","407C","cis-alpha-bergamotene",NA,NA,"407C","cis-linalooloxide (pyranoid)","",NA
"3422","4080C","curcumanolide b",NA,NA,"4080C","alpha-aromadendrene","",NA
"3423","4081C","curcumene",NA,NA,"4081C","dihydroanethole","",NA
"3424","4082C","curcumenol",NA,NA,"4082C","indipone/alpha-selinene","",NA
"3425","4083C","curcumol",NA,NA,"4083C","selinalpha-4(14),7(11)-diene","",NA
"3426","4084C","curcuphenol",NA,NA,"4084C","beta-phellandrene+limonene","",NA
"3427","4085C","curdione",NA,NA,"4085C","p-menth-1-en-7-ol","",NA
"3428","4086C","curninalcohol",NA,NA,"4086C","cis-mentha-alpha-1,8-dien-6-ol","",NA
"3429","4087C","curzenene",NA,NA,"4087C","trans-mentha-1,8-diene-6-ol","",NA
"3430","4088C","curzeone",NA,NA,"4088C","6-alpha-hydroxygermacra-1(10),4-dien and isomer","",NA
"3431","4089C","curzerone",NA,NA,"4089C","calamenene (cis+trans)","",NA
"3432","408C","cis-arteannuic alcohol",NA,NA,"408C","coumarin","",NA
"3433","4090C","cyanophenol",NA,NA,"4090C","eudesm-3-en-6-ol","",NA
"3434","4091C","cyclamen aldehyde",NA,NA,"4091C","10-epi-junenol","",NA
"3435","4092C","cyclobuta (1,2:03,4) dicyclopentene",NA,NA,"4092C","4-methoxyacetophenone","",NA
"3436","4093C","cyclocitral",NA,NA,"4093C","6-methylheptan-2-ol","",NA
"3437","4094C","cyclocolorenone",NA,NA,"4094C","alpha-cuprenene+(e,e)-alpha-farnesene","",NA
"3438","4095C","cyclocolorenone isomer (ni 2)",NA,NA,"4095C","beta-caryophyllene oxide/globulol","",NA
"3439","4096C","cyclocolorenone structure (ni 1), c15h22o, mw218",NA,NA,"4096C","delta-guaiacol/p-cymenene","",NA
"3440","4097C","cyclododecane",NA,NA,"4097C","pentyl benzene+1-pentyl -1,3-cyclohexadiene","",NA
"3441","4098C","cyclogermacrene",NA,NA,"4098C","phenyl ethanal","",NA
"3442","4099C","cyclohexadecane",NA,NA,"4099C","borneol/p-mentha-1,5-dien-8-ol","",NA
"3443","409C","cis-beta-guaiene",NA,NA,"409C","dillapiole","",NA
"3444","40C","(e)-p-menth-2-en-1-ol",NA,NA,"40C","beta-thujone","",NA
"3445","4100C","cyclohexadecanolide",NA,NA,"4100C","cnidilide","",NA
"3446","4101C","cyclohexane 1-ethyl",NA,NA,"4101C","p-mentha-1(7),8-diene","",NA
"3447","4102C","cyclohexane 1,3-dimethyl-2-(1-methyle)",NA,NA,"4102C","trans-cadin-alpha-1(2),4-diene","",NA
"3448","4103C","cyclohexanecarboxylic acid",NA,NA,"4103C","trans-cadin-alpha-1(6),4-diene","",NA
"3449","4104C","cyclohexanic ketone",NA,NA,"4104C","4,8-beta-epoxy-caryophyllane","",NA
"3450","4105C","cyclohexanol",NA,NA,"4105C","neocnidilide","",NA
"3451","4106C","cyclohexene 1-methyl-4-(1-methyl)",NA,NA,"4106C","peucenin-7-methyl ether","",NA
"3452","4107C","cyclohexyl cyclohexane",NA,NA,"4107C","senkyunolide","",NA
"3453","4108C","cycloisosativene",NA,NA,"4108C","2-keto-manoyloxide","",NA
"3454","4109C","cyclooctasulfur",NA,NA,"4109C","khusimol","",NA
"3455","410C","cis-beta-ocimene",NA,NA,"410C","esters","",NA
"3456","4110C","cyclopentadecanolide",NA,NA,"4110C","trans-isolongifolanone","",NA
"3457","4111C","cyclopentadecanone",NA,NA,"4111C","3-hydroxymethylcarvacrol","",NA
"3458","4112C","cyclopentanal-1,2-dimethyl-3(1-methylethenyl)",NA,NA,"4112C","p-mentha-1(7),8-dien","",NA
"3459","4113C","cyclosantalal",NA,NA,"4113C","3-butylidenephthalide","",NA
"3460","4114C","cyclosativen",NA,NA,"4114C","4-butylidenephthalide","",NA
"3461","4115C","cyclosativine",NA,NA,"4115C","beta-phellandrene+limonenec","",NA
"3462","4116C","cycloseychellene",NA,NA,"4116C","c4h9-angelate (a)","",NA
"3463","4117C","cymen-8-ol",NA,NA,"4117C","c4h9-angelate (b)","",NA
"3464","4118C","cymene",NA,NA,"4118C","c5h11-angelate (c)","",NA
"3465","4119C","cymene<o>",NA,NA,"4119C","c6h13-angelate (d)","",NA
"3466","411C","cis-beta-terpineol",NA,NA,"411C","furfural","",NA
"3467","4120C","cymol",NA,NA,"4120C","(e)-anethole+bornyl acetate","",NA
"3468","4121C","cypera-2,4-diene",NA,NA,"4121C","hexyl isovalerate+methyl carvacrol","",NA
"3469","4122C","cyperenal",NA,NA,"4122C","linoleic acid+osthole","",NA
"3470","4123C","cyperened",NA,NA,"4123C","lobulol","",NA
"3471","4124C","cyperol",NA,NA,"4124C","thuj-3-en-10-al+cryptone","",NA
"3472","4125C","cyperotundene",NA,NA,"4125C","2-methylbutyltiglate","",NA
"3473","4126C","cyperotundone",NA,NA,"4126C","unidentified 5 + gamma-dodecalactone","",NA
"3474","4127C","cyprotene",NA,NA,"4127C","2-tridecanone isomer","",NA
"3475","4128C","d-cadinene",NA,NA,"4128C","2-undecanone isomer","",NA
"3476","4129C","d-fenchone",NA,NA,"4129C","citronellyl angelate","",NA
"3477","412C","cis-beta-terpineold",NA,NA,"412C","heptanol","",NA
"3478","4130C","d-Germacrene",NA,NA,"4130C","citronellyl propionate","",NA
"3479","4131C","d-limonene",NA,NA,"4131C","geranyl 2-methylbutyrate","",NA
"3480","4132C","d-neralidol",NA,NA,"4132C","lauryl acetate","",NA
"3481","4133C","d-nerolidol",NA,NA,"4133C","myristyl acetate","",NA
"3482","4134C","damascenine",NA,NA,"4134C","terpinolene+p-cymenene","",NA
"3483","4135C","dauca-5,8-diene",NA,NA,"4135C","5-cedranone","",NA
"3484","4136C","daucaneesters",NA,NA,"4136C","(e)-nerolidyl acetate","",NA
"3485","4137C","daucol",NA,NA,"4137C","10-hydroxy cadin-4-ene-3-one","",NA
"3486","4138C","davadone (i)",NA,NA,"4138C","1-hydroxy-2,4,4-trimethyl-pent-3-ylisobutyrate","",NA
"3487","4139C","davadone (ii)",NA,NA,"4139C","2,7-dimethyl-oct-4(z)-ene-2,7-diol","",NA
"3488","413C","cis-calamene",NA,NA,"413C","linolenic acid","",NA
"3489","4140C","davadone (iii)",NA,NA,"4140C","3,4-dimethyl-2-oxa-bicyclo(2.2.2)oct-3-yl)-methanol","",NA
"3490","4141C","davana-bis-ether",NA,NA,"4141C","3-methylpentacosane","",NA
"3491","4142C","davana ether",NA,NA,"4142C","3-oxo-7,8-dihydro-alpha-ionone","",NA
"3492","4143C","davanaether",NA,NA,"4143C","4-methyldocosane","",NA
"3493","4144C","davanol",NA,NA,"4144C","4-methyltricosane","",NA
"3494","4145C","davanone-2-ol",NA,NA,"4145C","cadina-4,10(15)-dien-3-one","",NA
"3495","4146C","davanone-2-ol-beta",NA,NA,"4146C","dihydrocoumarin","",NA
"3496","4147C","davanone b",NA,NA,"4147C","exo-2-hydroxy-cineole","",NA
"3497","4148C","dealta-cadinene",NA,NA,"4148C","exo-3-hydroxy-cineole","",NA
"3498","4149C","deca-2e-en-4,6-diyn-1-isovalerate",NA,NA,"4149C","herniarine","",NA
"3499","414C","cis-calamenene",NA,NA,"414C","methyl salicylate","",NA
"3500","4150C","decahydronaphthalene",NA,NA,"4150C","linalyl valerate","",NA
"3501","4151C","decanal+perillaldehyde",NA,NA,"4151C","3-octen-3-ol","",NA
"3502","4152C","decanoicÂ acid",NA,NA,"4152C","2-decanone isomer","",NA
"3503","4153C","decenal,4z",NA,NA,"4153C","2-dodecanone isomer","",NA
"3504","4154C","decyl acetate",NA,NA,"4154C","2-methylbutylbenzoate","",NA
"3505","4155C","decyl isobutyrate",NA,NA,"4155C","2-tetradecanone isomer","",NA
"3506","4156C","decyl isothiocynate",NA,NA,"4156C","ethyl (e,z)-2,4-decadienoate","",NA
"3507","4157C","decylbenzene",NA,NA,"4157C","guaiol+2-tetradecanone","",NA
"3508","4158C","decylbutyrate",NA,NA,"4158C","trans-pinovarveol","",NA
"3509","4159C","decyldecanoate",NA,NA,"4159C","citronellyl butyrate","",NA
"3510","415C","cis-carveol",NA,NA,"415C","pentanal","",NA
"3511","4160C","dehydo-aromadendrene",NA,NA,"4160C","hexyl-3-isovalerate","",NA
"3512","4161C","dehydro- sabina ketone",NA,NA,"4161C","myrtenal + myrtenol","",NA
"3513","4162C","dehydro-sabina ketone",NA,NA,"4162C","terpinolene+trans-linalooloxide","",NA
"3514","4163C","dehydro-sesquicineole",NA,NA,"4163C","cis-linalool oxide (furanoid)","",NA
"3515","4164C","dehydro oplopanonne",NA,NA,"4164C","eremophila-1(10),8,1-triene","",NA
