compound_identifier,EssOilDB_entry,,original_name,cleaned_name,name_comments,compound_id
3563C,"cadina-1,4-diene (cubenene)",,NA,NA,NA,
3564C,"cadina-1,4 diene",,NA,NA,NA,
3565C,"cadina-3,5-dien",,NA,NA,NA,
3566C,"cadina-3,5-diene",,NA,NA,NA,
3567C,"cadina-4,10(15)-dien-3-one",,NA,NA,NA,
3568C,"cadina-4,10(15)-dien-8 beta-ol",,NA,NA,NA,
3569C,"cadina 1(2),4-diene",,NA,NA,NA,
3570C,"cadinaâ1,4-diene",,NA,NA,NA,
3571C,cadinadienol,,NA,NA,NA,
3572C,cadinadienol-i,,NA,NA,NA,
3573C,cadinadienol-ii,,NA,NA,NA,
3574C,"cadinalpha-1,4-diene",,NA,NA,NA,
3575C,"cadinalpha-3,5-diene",,NA,NA,NA,
3576C,"cadinalpha-l,4-diene",,NA,NA,NA,
3577C,"cadine-1,4-diene",,NA,NA,NA,
3578C,cadinene,,NA,NA,NA,
3579C,cadinene isomer,,NA,NA,NA,
3580C,cadranol,,NA,NA,NA,
3581C,cadrol,,NA,NA,NA,
3582C,caiamenene,,NA,NA,NA,
3583C,cajeputol,,NA,NA,NA,
3584C,calacorene hydrate 1,,NA,NA,NA,
3585C,calacorene hydrate 2,,NA,NA,NA,
3586C,calacorene isomer,,NA,NA,NA,
3587C,calacorenol,,NA,NA,NA,
3588C,calacorine,,NA,NA,NA,
3589C,calamanene,,NA,NA,NA,
3590C,"calamene-1,11-oxide",,NA,NA,NA,
3591C,calamenediol,,NA,NA,NA,
3592C,calamenen,,NA,NA,NA,
3593C,"calamenen-1,11-epoxide",,NA,NA,NA,
3594C,calamenene (cis+trans),,NA,NA,NA,
3595C,calamenene+geraniol,,NA,NA,NA,
3596C,calamenenea,,NA,NA,NA,
3597C,calamenenol,,NA,NA,NA,
3598C,calamenol,,NA,NA,NA,
3599C,calarene (=beta-gurjunene),,NA,NA,NA,
3600C,calarene(=beta-gurjunene),,NA,NA,NA,
3601C,calareneepoxide,,NA,NA,NA,
3602C,calarnenene,,NA,NA,NA,
3603C,calpha-bisabolene,,NA,NA,NA,
3604C,calyophylla-2(12)-6(13)-dien-5beta-ol,,NA,NA,NA,
3605C,cameroonal-7-alpha-ol,,NA,NA,NA,
3606C,camorphene,,NA,NA,NA,
3607C,camphen,,NA,NA,NA,
3608C,Camphene hydrate,,NA,NA,NA,
3609C,camphene+verbenene,,NA,NA,NA,
3610C,camphenilone,,NA,NA,NA,
3611C,camphenol,,NA,NA,NA,
3612C,camphenone,,NA,NA,NA,
3613C,campherenol,,NA,NA,NA,
3614C,camphhor,,NA,NA,NA,
3615C,camphjene,,NA,NA,NA,
3616C,campholaldehyde,,NA,NA,NA,
3617C,campholenal,,NA,NA,NA,
3618C,campholeneÂ alcohol,,NA,NA,NA,
3619C,campholenealdehyde,,NA,NA,NA,
3620C,campholenicaldehyde,,NA,NA,NA,
3621C,campholenol,,NA,NA,NA,
3622C,camphor*,,NA,NA,NA,
3623C,camphora,,NA,NA,NA,
3624C,camphore,,NA,NA,NA,
3625C,Camphoric acid,,NA,NA,NA,
3626C,camphot,,NA,NA,NA,
3627C,camphre,,NA,NA,NA,
3628C,cannabichromene,,NA,NA,NA,
3629C,cannabidiol,,NA,NA,NA,
3630C,canracrol,,NA,NA,NA,
3631C,capillene,,NA,NA,NA,
3632C,capillined,,NA,NA,NA,
3633C,capnellane-8-one,,NA,NA,NA,
3634C,capric acid,,NA,NA,NA,
3635C,caprylic acid,,NA,NA,NA,
3636C,car-2-ene,,NA,NA,NA,
3637C,car-3-ene,,NA,NA,NA,
3638C,car-3-ene-2-one,,NA,NA,NA,
3639C,car-4-ene,,NA,NA,NA,
3640C,caranone,,NA,NA,NA,
3641C,caranyl acetate i,,NA,NA,NA,
3642C,caratol,,NA,NA,NA,
3643C,"cardin-alpha-1,4-diene",,NA,NA,NA,
3644C,"caria-4(12),8(13)-dien-5-ol",,NA,NA,NA,
3645C,carissone,,NA,NA,NA,
3646C,carnphene,,NA,NA,NA,
3647C,carotola,,NA,NA,NA,
3648C,carryophyllene oxide,,NA,NA,NA,
3649C,Carvacrol methyl ether,,NA,NA,NA,
3650C,carvacrolÂ acetate,,NA,NA,NA,
3651C,carvacrolacetate,,NA,NA,NA,
3652C,carvacrolmethylether,,NA,NA,NA,
3653C,carvacryl acetate,,NA,NA,NA,
3654C,carvacrylacetate,,NA,NA,NA,
3655C,carvacrylmethyloxide,,NA,NA,NA,
3656C,carvavrol,,NA,NA,NA,
3657C,carvenone,,NA,NA,NA,
3658C,carvenoneoxide,,NA,NA,NA,
3659C,carveol(e),,NA,NA,NA,
3660C,carveone,,NA,NA,NA,
3661C,carvol,,NA,NA,NA,
3662C,carvomenthane,,NA,NA,NA,
3663C,carvomenthylacetate,,NA,NA,NA,
3664C,"carvon-1,2-oxide",,NA,NA,NA,
3665C,"carvone-1,2-oxide",,NA,NA,NA,
3666C,"carvone-8,9-oxide",,NA,NA,NA,
3667C,carvone hydrate,,NA,NA,NA,
3668C,carvone oxide,,NA,NA,NA,
3669C,carvotacetone acetate,,NA,NA,NA,
3670C,carvotanacetone,,NA,NA,NA,
3671C,carvotanacetone epoxide,,NA,NA,NA,
3672C,carvotane acetone,,NA,NA,NA,
3673C,carvyl acetate,,NA,NA,NA,
3674C,caryohyllene oxide,,NA,NA,NA,
3675C,caryolan-8-ol,,NA,NA,NA,
3676C,caryollalpha-4(14)-8(15)-dienol,,NA,NA,NA,
3677C,caryophylene oxide,,NA,NA,NA,
3678C,"caryophylla-1(12),8(15)-diene-14-ol",,NA,NA,NA,
3679C,caryophylla-2(12)-6-diene-5-alpha-ol,,NA,NA,NA,
3680C,caryophylla-2(12)-6-diene-5-beta-ol,,NA,NA,NA,
3681C,caryophylla-2(12)-6(13)-diene-5-ol,,NA,NA,NA,
3682C,"caryophylla-2(12),6-dien-5-alpha-ol",,NA,NA,NA,
3683C,"caryophylla-2(12),6-dien-5-ol",,NA,NA,NA,
3684C,"caryophylla-2(12),6-dien-5beta-ol",,NA,NA,NA,
3685C,"caryophylla-2(12),6-dien-5beta-ol (=caryophyllenol ii)",,NA,NA,NA,
3686C,"caryophylla-2(12),6-diene-5-alpha-ol",,NA,NA,NA,
3687C,"caryophylla-2(12),6-diene-5-ol",,NA,NA,NA,
3688C,"caryophylla-2(12),6-diene-5-one",,NA,NA,NA,
3689C,"caryophylla-2(12),6-diene-5alpha-ol",,NA,NA,NA,
3690C,"caryophylla-2(12),6(13)-dien-5alpha-ol (=caryophylladienol ii)",,NA,NA,NA,
3691C,"caryophylla-2(12),6(13)-dien-5beta-ol (=caryophylladienol i)",,NA,NA,NA,
3692C,"caryophylla-2(12),6(13)-diene-5-alpha-ol",,NA,NA,NA,
3693C,"caryophylla-2(12),6(13)-diene-5-beta-ol",,NA,NA,NA,
3694C,"caryophylla-2(12),6(13)-diene-5-on",,NA,NA,NA,
3695C,"caryophylla-2(12),6(13)-diene-5-one",,NA,NA,NA,
3696C,"caryophylla-2,6(13)-diene-5-alpha-ol",,NA,NA,NA,
3697C,caryophylla-3,,NA,NA,NA,
3698C,"caryophylla-3(15),7(14)-diene-6-ol",,NA,NA,NA,
3699C,"caryophylla-3,8( 13)-dien-5-beta-ol",,NA,NA,NA,
3700C,"caryophylla-3,8(13)-dien-5-beta-ol",,NA,NA,NA,
3701C,"caryophylla-3,8(13)-diene-5beta-ol",,NA,NA,NA,
3702C,"caryophylla-4(12),8(13)-dien-5-ol",,NA,NA,NA,
3703C,"caryophylla-4(12),8(13)-dien-5alpha-ol",,NA,NA,NA,
3704C,"caryophylla-4(12),8(13)-dien-5beta-ol",,NA,NA,NA,
3705C,"caryophylla-4(12),8(13)-diene-5-beta-ol",,NA,NA,NA,
3706C,"caryophylla-4(12),8(13)-diene-5-ol",,NA,NA,NA,
3707C,"caryophylla-4(12),8(13)-diene-5beta-ol",,NA,NA,NA,
3708C,"caryophylla-4(12),8(13)-diene-ol",,NA,NA,NA,
3709C,"caryophylla-4(14),8-diene-5-beta-ol",,NA,NA,NA,
3710C,"caryophylla-4(14),8-diene-5-ol",,NA,NA,NA,
3711C,"caryophylla-4(14),8(15)-diene-5-beta-ol",,NA,NA,NA,
3712C,"caryophylla-4(14),8(15)-diene-5-delta-ol",,NA,NA,NA,
3713C,"caryophylla-4(14),8(15)-diene-5-ol",,NA,NA,NA,
3714C,"caryophylla-alpha-2(12),6-dien-5-alpha-ol",,NA,NA,NA,
3715C,"caryophylla-alpha-2(12),6-dien-5-beta-ol",,NA,NA,NA,
3716C,"caryophylla-alpha-2(12),6(13)-dien-5-alpha-ol",,NA,NA,NA,
3717C,"caryophylla-alpha-2(12),6(13)-dien-5-one",,NA,NA,NA,
3718C,"caryophylla-alpha-2(12),6(13)-diene-5-beta-ol",,NA,NA,NA,
3719C,"caryophylla-alpha-4(12),8(13)-diene-5-beta-ol",,NA,NA,NA,
3720C,"caryophylla-alpha-4(14),8(15)- dien-5-alpha-ol",,NA,NA,NA,
3721C,"caryophylla-alpha-4(14),8(15)-dien-5-alpha-ol",,NA,NA,NA,
3722C,caryophylladienol-i,,NA,NA,NA,
3723C,caryophylladienol-ii,,NA,NA,NA,
3724C,caryophylladienol i,,NA,NA,NA,
3725C,caryophylladienol ii,,NA,NA,NA,
3726C,caryophylladienone,,NA,NA,NA,
3727C,caryophyllandienol,,NA,NA,NA,
3728C,caryophyllene-(i3)b,,NA,NA,NA,
3729C,caryophyllene (z),,NA,NA,NA,
3730C,caryophyllene acetate,,NA,NA,NA,
3731C,caryophyllene alcohol,,NA,NA,NA,
3732C,caryophyllene epoxide,,NA,NA,NA,
3733C,caryophyllene epoxide i,,NA,NA,NA,
3734C,caryophyllene epoxide ii,,NA,NA,NA,
3735C,caryophyllene oxide-i,,NA,NA,NA,
3736C,caryophyllene oxide-ii,,NA,NA,NA,
3737C,caryophyllene oxide (os),,NA,NA,NA,
3738C,Caryophyllene oxide +globulol,,NA,NA,NA,
3739C,caryophyllene oxide b,,NA,NA,NA,
3740C,caryophyllene oxide d,,NA,NA,NA,
3741C,caryophyllene oxide isomer,,NA,NA,NA,
3742C,caryophyllene oxide+globulol,,NA,NA,NA,
3743C,caryophyllenol,,NA,NA,NA,
3744C,caryophylline-(i3),,NA,NA,NA,
3745C,caryothyllene+it's oxide,,NA,NA,NA,
3746C,"caryphylla-2(12),6-diene-5-beta-ol",,NA,NA,NA,
3747C,"caryphylla-2(12),6(13)-dien-5-alpha-ol",,NA,NA,NA,
3748C,"caryphylla-2(12),6(13)-diene-5-beta-ol",,NA,NA,NA,
3749C,cedr-8-en-13-alpha-ol acetate,,NA,NA,NA,
3750C,cedr-8-en-13-ol,,NA,NA,NA,
3751C,cedr-8-en-13 aâo1,,NA,NA,NA,
3752C,cedr-8-en-15-ol,,NA,NA,NA,
3753C,cedr-8(15)-en-9-alpha-ol,,NA,NA,NA,
3754C,cedr-8(15)-en-9-alpha-ol acetate,,NA,NA,NA,
3755C,cedr-8(15)-en-9-alpha-yl acetate,,NA,NA,NA,
3756C,cedr-8(15)-en-9-ol acetate,,NA,NA,NA,
3757C,cedr-8(15)-en-9-ol e,,NA,NA,NA,
3758C,cedrane,,NA,NA,NA,
3759C,cedranol,,NA,NA,NA,
3760C,cedranone,,NA,NA,NA,
3761C,cedreanol,,NA,NA,NA,
3762C,cedren-13-ol(8),,NA,NA,NA,
3763C,cedroxide,,NA,NA,NA,
3764C,cedrylacetate,,NA,NA,NA,
3765C,cembrene,,NA,NA,NA,
3766C,cepibicyclosesquiphellandrene,,NA,NA,NA,
3767C,cetic acid,,NA,NA,NA,
3768C,chamigrene,,NA,NA,NA,
3769C,chartabomone,,NA,NA,NA,
3770C,chavibetol,,NA,NA,NA,
3771C,chavibetol acetate,,NA,NA,NA,
3772C,chavicol,,NA,NA,NA,
3773C,chavicol methyl ether,,NA,NA,NA,
3774C,chavicyl acetate,,NA,NA,NA,
3775C,chavicyl angelate,,NA,NA,NA,
3776C,chiiotasigma-calamenene,,NA,NA,NA,
3777C,chrysanthenone epoxide,,NA,NA,NA,
3778C,chrysanthenyl acetate,,NA,NA,NA,
3779C,chrysanthenyl propionate,,NA,NA,NA,
3780C,chyrsanthenone,,NA,NA,NA,
3781C,cineol,,NA,NA,NA,
3782C,cineole,,NA,NA,NA,
3783C,cinerolone,,NA,NA,NA,
3784C,cinnamaldehyde,,NA,NA,NA,
3785C,cinnamic acid,,NA,NA,NA,
3786C,cinnamic alcohol,,NA,NA,NA,
3787C,cinnamic aldehyde,,NA,NA,NA,
3788C,cinnamyl acetate,,NA,NA,NA,
3789C,cinnamyl butyrate,,NA,NA,NA,
3790C,cinnamyl tiglate,,NA,NA,NA,
3791C,cinnamyle acetate,,NA,NA,NA,
3792C,cis-(z)-alpha-bisabolene epoxide,,NA,NA,NA,
3793C,cis-/trans-calamenene,,NA,NA,NA,
3794C,cis-1-methyl-3-isopropyl-cyclopentane,,NA,NA,NA,
3795C,cis-1-methyl-4(1-methylethenyl) cyclohexane,,NA,NA,NA,
3796C,"cis-1,2-epoxyterpinen-4-ol",,NA,NA,NA,
3797C,"cis-1,2-limoneneepoxide",,NA,NA,NA,
3798C,cis-14-muurol-5-en-4-one,,NA,NA,NA,
3799C,cis-14-muurolol-5-en-4-one,,NA,NA,NA,
3800C,cis-14-nor-muurol-5-en-4-one,,NA,NA,NA,
3801C,cis-2-(4-methylcyclohexyl)-1-propan-2-ol,,NA,NA,NA,
3802C,cis-2-methyl-3-methylene-5-heptene,,NA,NA,NA,
3803C,cis-2-methyl-3-methylenehept-5-ene,,NA,NA,NA,
3804C,cis-2-pentylcyclopropane-1-carboxylic acid,,NA,NA,NA,
3805C,"cis-2,3-pinane diol",,NA,NA,NA,
3806C,"cis-2,3-pinanediol",,NA,NA,NA,
3807C,"cis-2,7-dimethyl-4-octen-2,7-diol",,NA,NA,NA,
3808C,"cis-2,8-p-menthadien-1-ol",,NA,NA,NA,
3809C,cis-3-hexenyl isovalerate,,NA,NA,NA,
3810C,cis-3-hexenylacetate,,NA,NA,NA,
3811C,cis-3-hexenylbenzoate,,NA,NA,NA,
3812C,cis-3-hexenylvalerate,,NA,NA,NA,
3813C,cis-3-hexnylisovalerate,,NA,NA,NA,
3814C,cis-3-pinanone,,NA,NA,NA,
3815C,cis-3 hexenol,,NA,NA,NA,
3816C,cis-4-caranone,,NA,NA,NA,
3817C,cis-5-hydroxycalamenene,,NA,NA,NA,
3818C,cis-6-hesperylone,,NA,NA,NA,
3819C,"cis-6,7-epoxyocimene",,NA,NA,NA,
3820C,cis-abienol,,NA,NA,NA,
3821C,cis-allo-ocimene,,NA,NA,NA,
3822C,cis-alpha-bergamoten,,NA,NA,NA,
3823C,cis-alpha-bergamotene + alpha-cedrene,,NA,NA,NA,
3824C,cis-alpha-bergamotene  a-cedrene,,NA,NA,NA,
3825C,cis-alpha-bergamotenea,,NA,NA,NA,
3826C,cis-alpha-bergamotol,,NA,NA,NA,
3827C,cis-alpha-bergaotene,,NA,NA,NA,
3828C,cis-alpha-bergarnotene,,NA,NA,NA,
3829C,cis-alpha-bisabolene,,NA,NA,NA,
3830C,cis-alpha-copaen-8-ol,,NA,NA,NA,
3831C,cis-alpha-santalol,,NA,NA,NA,
3832C,cis-anethole,,NA,NA,NA,
3833C,cis-anhydro linalool oxide,,NA,NA,NA,
3834C,cis-arbusculone,,NA,NA,NA,
3835C,cis-ascaridole,,NA,NA,NA,
3836C,cis-b-ocimene,,NA,NA,NA,
3837C,cis-bejarol,,NA,NA,NA,
3838C,cis-beta-elemene,,NA,NA,NA,
3839C,cis-beta-elemenone,,NA,NA,NA,
3840C,cis-beta-farnesene,,NA,NA,NA,
3841C,cis-beta-guaine,,NA,NA,NA,
3842C,cis-beta-ocimene (z),,NA,NA,NA,
3843C,cis-beta-santalene,,NA,NA,NA,
3844C,cis-beta-santalol,,NA,NA,NA,
3845C,cis-beta-sesquiphellandrol,,NA,NA,NA,
3846C,cis-beta-terpinyl acetate,,NA,NA,NA,
3847C,cis-cabinene hydrate,,NA,NA,NA,
3848C,cis-cadin-4-en-7-ol,,NA,NA,NA,
3849C,"cis-cadina-1(6), 4-diene",,NA,NA,NA,
3850C,"cis-cadina-1(6),4-diene",,NA,NA,NA,
3851C,"cis-cadina-1(6),4diene",,NA,NA,NA,
3852C,"cis-Cadina-1,4-diene",,NA,NA,NA,
3853C,cis-cadina-4-en-7-ol,,NA,NA,NA,
3854C,"cis-cadinalpha-1(6),4-diene",,NA,NA,NA,
3855C,"cis-cadinalpha-1,4-diene",,NA,NA,NA,
3856C,cis-calamen-10-ol,,NA,NA,NA,
3857C,cis-calamenen-10-ol,,NA,NA,NA,
3858C,cis-calamenenol,,NA,NA,NA,
3859C,cis-calamennee,,NA,NA,NA,
3860C,cis-calaminene,,NA,NA,NA,
3861C,cis-carvacrylacetate,,NA,NA,NA,
3862C,cis-carvotanacetol,,NA,NA,NA,
3863C,cis-carvyl acetate,,NA,NA,NA,
3864C,cis-caryophyllene,,NA,NA,NA,
3865C,cis-catveol,,NA,NA,NA,
3866C,cis-chrysantenol,,NA,NA,NA,
3867C,cis-chrysantenylacetate,,NA,NA,NA,
3868C,cis-chrysanthemol,,NA,NA,NA,
3869C,"cis-chrysanthenyl-alpha-methylbutrate + 3-epi-3,6,6,9-bisepoxyfarnesa-1,7(14),10-triene",,NA,NA,NA,
3870C,cis-chrysanthenyl acetate,,NA,NA,NA,
3871C,cis-chrysanthenylactate,,NA,NA,NA,
3872C,cis-chrysanthenylangelate,,NA,NA,NA,
3873C,cis-chrysanthenylisobutyrate,,NA,NA,NA,
3874C,cis-chrysanthenyltiglate,,NA,NA,NA,
3875C,cis-conferyl alcohol,,NA,NA,NA,
3876C,cis-davanone (1),,NA,NA,NA,
3877C,cis-dehydrocarvone,,NA,NA,NA,
3878C,cis-dehydroxylinalooloxide,,NA,NA,NA,
3879C,cis-delta-guaiene,,NA,NA,NA,
3880C,cis-dictamnol,,NA,NA,NA,
3881C,cis-didhydrocarvon,,NA,NA,NA,
3882C,cis-dihydro-alpha-terpinylacetate,,NA,NA,NA,
3883C,cis-dihydro-mayuronea,,NA,NA,NA,
3884C,cis-dihydro carvone,,NA,NA,NA,
3885C,cis-dihydroagarofuran,,NA,NA,NA,
3886C,cis-dihydrocarveol,,NA,NA,NA,
3887C,cis-dihydromayurone,,NA,NA,NA,
3888C,cis-dihydrooccidentalol,,NA,NA,NA,
3889C,cis-dihydrooccidentalol acetate,,NA,NA,NA,
3890C,cis-en-in-dicycloether,,NA,NA,NA,
3891C,cis-en-yn-bicycloether,,NA,NA,NA,
3892C,cis-epi-beta-santalol,,NA,NA,NA,
3893C,"cis-eudesma-6,11-diene",,NA,NA,NA,
3894C,"cis-eudesmalpha-6,11-diene",,NA,NA,NA,
3895C,cis-farnesal,,NA,NA,NA,
3896C,cis-furanoidlinalooloxide,,NA,NA,NA,
3897C,cis-gamma-bisabolene,,NA,NA,NA,
3898C,cis-geranyl acetate,,NA,NA,NA,
3899C,cis-germacrene epoxide,,NA,NA,NA,
3900C,cis-hex-3-enylacetate,,NA,NA,NA,
3901C,cis-isocitral,,NA,NA,NA,
3902C,cis-isodihydrocarvone,,NA,NA,NA,
3903C,cis-isolongifolanone,,NA,NA,NA,
3904C,cis-isomyristicin,,NA,NA,NA,
3905C,cis-isopulegone,,NA,NA,NA,
3906C,cis-isopulegonee,,NA,NA,NA,
3907C,cis-lachnophyllumester,,NA,NA,NA,
3908C,cis-lanceol,,NA,NA,NA,
3909C,cis-limonene,,NA,NA,NA,
3910C,cis-limonene oxide,,NA,NA,NA,
3911C,"cis-limoneneoxide+cis-p-mentha-2,8-dien-1-ol",,NA,NA,NA,
3912C,cis-linalool,,NA,NA,NA,
3913C,cis-linalool oxide,,NA,NA,NA,
3914C,cis-linalool oxide (furanoid),,NA,NA,NA,
3915C,cis-linalool oxide (pyranoid),,NA,NA,NA,
3916C,cis-linalool oxideÂ (furanoid),,NA,NA,NA,
3917C,cis-linalool oxidec,,NA,NA,NA,
3918C,cis-linaloolÂ oxideÂ (furanoid),,NA,NA,NA,
3919C,cis-linalooloxide (furan isomer),,NA,NA,NA,
3920C,cis-linalooloxide (furanoid form),,NA,NA,NA,
3921C,cis-linalooloxide (furanoid) b,,NA,NA,NA,
3922C,cis-linalooloxide (piranoid),,NA,NA,NA,
3923C,cis-linalooloxide (pyranoid),,NA,NA,NA,
3924C,cis-linalooloxideacetate,,NA,NA,NA,
3925C,cis-linelooloxide (furanoid),,NA,NA,NA,
3926C,"cis-m-mentha-2,8-diene",,NA,NA,NA,
3927C,"cis-mentha-1,8-dien-6-ol",,NA,NA,NA,
3928C,"cis-mentha-1,8-diene",,NA,NA,NA,
3929C,cis-mentha-2-en-1-ol,,NA,NA,NA,
3930C,"cis-mentha-alpha-1,8-dien-6-ol",,NA,NA,NA,
3931C,cis-menthone,,NA,NA,NA,
3932C,"cis-murola-4(14),5-diene",,NA,NA,NA,
3933C,"cis-murole-4(14),4-diene",,NA,NA,NA,
3934C,cis-muurol-5-en-4-alpha-ol,,NA,NA,NA,
3935C,cis-muurol-5-en-4-beta-ol,,NA,NA,NA,
3936C,cis-muurol-5-en-4-ol,,NA,NA,NA,
3937C,"cis-muurola-1(14),5-diene",,NA,NA,NA,
3938C,cis-muurola-3.5-diene,,NA,NA,NA,
3939C,"cis-muurola-4-(14), 5-diene",,NA,NA,NA,
3940C,"cis-muurola-4 (14),5-diene",,NA,NA,NA,
3941C,cis-muurola-4(14)-5-diene,,NA,NA,NA,
3942C,cis-muurola-4(14)-diene,,NA,NA,NA,
3943C,"cis-muurola-4(14),""5-diene",,NA,NA,NA,
3944C,"cis-muurola-4(14),5-diene",,NA,NA,NA,
3945C,cis-muurola-4(14)5-diene,,NA,NA,NA,
3946C,cis-muurola-4(15) 5-diene,,NA,NA,NA,
3947C,"cis-muurola-alpha-4(14),-5-diene",,NA,NA,NA,
3948C,"cis-muurola-alpha-4(14),5-diene",,NA,NA,NA,
3949C,"cis-muurole-3,5-diene",,NA,NA,NA,
3950C,"cis-muurole-4(14),5-diene",,NA,NA,NA,
3951C,"cis-muurula-3,5-diene",,NA,NA,NA,
3952C,cis-myrtanal,,NA,NA,NA,
3953C,cis-myrtanol,,NA,NA,NA,
3954C,cis-myrtenol,,NA,NA,NA,
3955C,cis-nerolidol,,NA,NA,NA,
3956C,cis-nuceferol,,NA,NA,NA,
3957C,cis-p-2-menthen-1-ol,,NA,NA,NA,
3958C,cis-p-menten-1-ol,,NA,NA,NA,
3959C,cis-p-menth-1-en-8-ol,,NA,NA,NA,
3960C,cis-p-menth-1-en-9-ol,,NA,NA,NA,
3961C,"cis-p-menth-2-en-1,8-diol",,NA,NA,NA,
3962C,cis-p-menth-2-en-7-ol,,NA,NA,NA,
3963C,cis-p-menth-2-ene-1-ol,,NA,NA,NA,
3964C,"cis-p-menth-3-en-1,2-diol",,NA,NA,NA,
3965C,cis-p-menth-8-en-2-ol,,NA,NA,NA,
3966C,cis-p-mentha-2-1-ol,,NA,NA,NA,
3967C,cis-p-mentha-2-en-1-ol,,NA,NA,NA,
3968C,cis-p-mentha-2-en-1-ol c,,NA,NA,NA,
3969C,"cis-p-mentha-2-en-1,8-diol",,NA,NA,NA,
3970C,"cis-p-mentha-2,6-dien-1-ol",,NA,NA,NA,
3971C,"cis-p-mentha-2,8-dien-8-ol",,NA,NA,NA,
3972C,"cis-p-mentha-2,8-trien-1-ol",,NA,NA,NA,
3973C,"cis-p-mentha-3-en-1,2-diol",,NA,NA,NA,
3974C,cis-p-menthen-1-ol,,NA,NA,NA,
3975C,cis-p-menthofuran-2-en-1-ol,,NA,NA,NA,
3976C,"cis-p-meth-2,8-dienol",,NA,NA,NA,
3977C,cis-p-metnth-2-en-1-ol,,NA,NA,NA,
3978C,cis-p-piperitol acetate,,NA,NA,NA,
3979C,cis-para-menth-2-en-1-ol,,NA,NA,NA,
3980C,cis-para-menth-2-ene-1-ol,,NA,NA,NA,
3981C,"cis-para-mentha-2,8-dien-1-ol",,NA,NA,NA,
3982C,cis-phytol,,NA,NA,NA,
3983C,cis-pinane,,NA,NA,NA,
3984C,cis-pinen-2-ol,,NA,NA,NA,
3985C,cis-pinene,,NA,NA,NA,
3986C,cis-pinenehydrate,,NA,NA,NA,
3987C,cis-pinocamphon,,NA,NA,NA,
3988C,cis-pinocarveol,,NA,NA,NA,
3989C,cis-pinocarvyl acetate,,NA,NA,NA,
3990C,cis-pinocarvylacetate,,NA,NA,NA,
3991C,cis-piperitolacetate,,NA,NA,NA,
3992C,cis-piperitone epoxide,,NA,NA,NA,
3993C,cis-piperitoneepoxide,,NA,NA,NA,
3994C,cis-piperitoneoxide,,NA,NA,NA,
3995C,cis-piperitylacetate,,NA,NA,NA,
3996C,cis-pulegol,,NA,NA,NA,
3997C,cis-rose oxide,,NA,NA,NA,
3998C,cis-rosefuran,,NA,NA,NA,
3999C,cis-roseoxide,,NA,NA,NA,
4000C,cis-sabenene acetate,,NA,NA,NA,
4001C,cis-sabinene hydrate/linalool,,NA,NA,NA,
4002C,cis-sabinene hydrate+linalool,,NA,NA,NA,
4003C,cis-sabineneÂ hydrate,,NA,NA,NA,
4004C,cis-sabinine hydrate,,NA,NA,NA,
4005C,cis-sabinol+methylsalicylate,,NA,NA,NA,
4006C,cis-sabinyl acetate,,NA,NA,NA,
4007C,cis-salvene,,NA,NA,NA,
4008C,cis-sesquilavandulol,,NA,NA,NA,
4009C,cis-sesquisabinene hydrate,,NA,NA,NA,
4010C,"cis-tent-muurola-3,5-diene",,NA,NA,NA,
4011C,cis-theaspirane,,NA,NA,NA,
4012C,cis-threo-davanafuran,,NA,NA,NA,
4013C,cis-thujan-4-ol,,NA,NA,NA,
4014C,cis-thujone,,NA,NA,NA,
4015C,cis-thujopsenal,,NA,NA,NA,
4016C,cis-thujopsene,,NA,NA,NA,
4017C,cis-totarol,,NA,NA,NA,
4018C,cis-valerenylacetate,,NA,NA,NA,
4019C,cis-verbena1,,NA,NA,NA,
4020C,cis-verbenol+trans-sabinol,,NA,NA,NA,
4021C,cis-vertocitral,,NA,NA,NA,
4022C,cis-z-alpha-bisabolene epoxide,,NA,NA,NA,
4023C,cis - sabinene hydrate,,NA,NA,NA,
4024C,cis -3- hexenol,,NA,NA,NA,
4025C,cis -beta- ocimene,,NA,NA,NA,
4026C,citonellal,,NA,NA,NA,
4027C,citonellol,,NA,NA,NA,
4028C,citonellyl formate,,NA,NA,NA,
4029C,citral,,NA,NA,NA,
4030C,citral(neral+geranial),,NA,NA,NA,
4031C,citranellal,,NA,NA,NA,
4032C,citranellol,,NA,NA,NA,
4033C,citronella1,,NA,NA,NA,
4034C,citronellal dimmer,,NA,NA,NA,
4035C,citronellol+nerol,,NA,NA,NA,
4036C,citronellyl,,NA,NA,NA,
4037C,citronellyl angelate,,NA,NA,NA,
4038C,"citronellyl butyrate + trans-cadina-1(2),4-diene",,NA,NA,NA,
4039C,citronellyl caproate,,NA,NA,NA,
4040C,citronellyl citronellate,,NA,NA,NA,
4041C,citronellyl formate,,NA,NA,NA,
4042C,citronellyl propionate,,NA,NA,NA,
4043C,citronellyl valerate,,NA,NA,NA,
4044C,citronnellyl acetate,,NA,NA,NA,
4045C,citronnellyl butyrate,,NA,NA,NA,
4046C,citronnellylformiate,,NA,NA,NA,
4047C,citronnellyltiglate,,NA,NA,NA,
4048C,citronnellylvalerate,,NA,NA,NA,
4049C,compound a,,NA,NA,NA,
4050C,copaborneol,,NA,NA,NA,
4051C,copadiene,,NA,NA,NA,
4052C,copaene,,NA,NA,NA,
4053C,criptone,,NA,NA,NA,
4054C,cromolaenin,,NA,NA,NA,
4055C,cryptoacorone,,NA,NA,NA,
