compound_identifier,original_name,cleaned_name,IUPAC name,name_comments
4155C,decyl isobutyrate,,,
4156C,decyl isothiocynate,,,
4157C,decylbenzene,,,
4158C,decylbutyrate,,,
4159C,decyldecanoate,,,
4160C,dehydo-aromadendrene,,,
4161C,dehydro- sabina ketone,,,
4162C,dehydro-sabina ketone,,,
4163C,dehydro-sesquicineole,,,
4164C,dehydro oplopanonne,,,
4165C,dehydroabietal,,,
4166C,dehydroabietol,,,
4167C,dehydroaromadendrane,,,
4168C,dehydroaromadendrene,,,
4169C,dehydrocarveol,,,
4170C,dehydrocineole,,,
4171C,dehydrocostus lactone,,,
4172C,dehydroelshotzia ketone,,,
4173C,dehydrofukinone,,,
4174C,dehydroionene,,,
4175C,dehydroisolongifolene,,,
4176C,dehydromyrcenol,,,
4177C,dehydrosabina ketone,,,
4178C,dehydrovomifoliol,,,
4179C,dehydroxy-cis-linalooloxide,,,
4180C,dehydroxy-trans-linalooloxide,,,
4181C,delta- 3-carene,,,
4182C,"delta-2-carene + p-mentha-1(7),8-diene",,,
4183C,delta-3- carene,,,
4184C,delta-3-cadinene,,,
4185C,delta-3-carene+1-octen-3-ol,,,
4186C,delta-3-elemene,,,
4187C,"delta-7,8-ar-himachalene",,,
4188C,delta-9-tetrahydrocannabinol,,,
4189C,"delta-9,10-eremophilen-11-ol",,,
4190C,delta-acoradien,,,
4191C,delta-amorphene,,,
4192C,delta-atlantol,,,
4193C,delta-bourbonene,,,
4194C,delta-cadinene isomer,,,
4195C,delta-cadinene+gamma-2-cadinene,,,
4196C,delta-cadinrne,,,
4197C,delta-cadionene,,,
4198C,delta-camphenol,,,
4199C,delta-camphenone,,,
4200C,delta-carene,,,
4201C,delta-caryophyllene,,,
4202C,delta-cedrene,,,
4203C,delta-cuprenene,,,
4204C,delta-decalactone,,,
4205C,delta-dihydroagarofuran,,,
4206C,delta-dodecalactone,,,
4207C,delta-eudesmol,,,
4208C,delta-farnesene,,,
4209C,delta-fenchol,,,
4210C,delta-guaiacol,,,
4211C,delta-guaiacol/p-cymenene,,,
4212C,delta-guaiaene,,,
4213C,delta-guaiene,,,
4214C,delta-guaiol,,,
4215C,delta-gurjunene,,,
4216C,delta-octalactone,,,
4217C,delta-oplopenone,,,
4218C,delta-patchoulene,,,
4219C,delta-phellandrene,,,
4220C,delta-sesquiphellandrene,,,
4221C,delta-tepineol,,,
4222C,delta-terpinene,,,
4223C,delta-terpineol+borneol,,,
4224C,delta-tetradecalactone,,,
4225C,delta-thujone,,,
4226C,delta-verbenone,,,
4227C,delta -3- carene,,,
4228C,delta 3-carene,,,
4229C,delta – cadinene,,,
4230C,delta guaiene,,,
4231C,delta3-carene,,,
4232C,delta3 -carene,,,
4233C,delta–elemene,,,
4234C,deltalpha-cuprenene,,,
4235C,deltra-3-carene,,,
4236C,demethoxyageratochromene,,,
4237C,demethoxyencecalin,,,
4238C,"demethyl-bicyclo(3,1)hepta-2(8),3-diene",,,
4239C,demethylencecalin,,,
4240C,deodarone,,,
4241C,desmethoxyencecalin,,,
4242C,dexadecanoic acid,,,
4243C,"di-epi-1,10-cubenol",,,
4244C,di-epi-alphacedrene,,,
4245C,diacetone alcohol,,,
4246C,diacetyl,,,
4247C,diallyl disulfude,,,
4248C,diallyl sulfide,,,
4249C,diallyl tetrasulfide,,,
4250C,diallyl trisulfide,,,
4251C,dibenzofuran,,,
4252C,"dibutyl-1,2-benzene dicarboxylate",,,
4253C,dibutyl phthalate,,,
4254C,diethyl butanedioate,,,
4255C,diethyl malonate,,,
4256C,diethyl succinate,,,
4257C,"dihydro-1,8-cineole",,,
4258C,"dihydro-2,2,6-trimethyl-6-vinyl-2h-pyran-3(4h)-one",,,
4259C,dihydro-3-methyl-2(3h)-furanone,,,
4260C,"dihydro-3,5-dimethyl-2(3h)-furanone",,,
4261C,"dihydro-4,4-dimethyl-2(3h)-furanone",,,
4262C,dihydro-agarofuran,,,
4263C,dihydro-alpha-ionone,,,
4264C,dihydro-alpha-santalol,,,
4265C,dihydro-beta-ionol,,,
4266C,dihydro-beta-ionone,,,
4267C,dihydro-cis-alpha-copaene-8-ol,,,
4268C,dihydro agarofuran,,,
4269C,dihydro citronellol,,,
4270C,dihydro dehydrocostus lactone,,,
4271C,dihydro sabina ketone,,,
4272C,"dihydro,1,8-cineole",,,
4273C,dihydroachillene,,,
4274C,dihydroactindiolide,,,
4275C,dihydroactinidiolide,,,
4276C,dihydroactinidolide,,,
4277C,dihydroactinodiolide,,,
4278C,dihydroactinolide,,,
4279C,dihydroagarofuran,,,
4280C,dihydroagarofuran isomer,,,
4281C,dihydroanethole,,,
4282C,dihydroaplotaxene,,,
4283C,dihydroartemisinic acid,,,
4284C,dihydroartemisinic lactone,,,
4285C,dihydrocarveol,,,
4286C,dihydrocarveol acetate,,,
4287C,dihydrocarvyl acetate,,,
4288C,dihydrocarvyl acetate (i),,,
4289C,dihydrocarvyl acetate (ii),,,
4290C,dihydrocinnamyle acetate,,,
4291C,dihydrocitronellol,,,
4292C,dihydrocoumarin,,,
4293C,dihydrocuminyl alcohol,,,
4294C,dihydrodemethoxyencecalin,,,
4295C,dihydrodulan(i),,,
4296C,dihydroedulan 1,,,
4297C,dihydroedulan i,,,
4298C,dihydroedulan ii,,,
4299C,dihydroedulan(i),,,
4300C,dihydroedulan(ii),,,
4301C,dihydroedulanÂ ii,,,
4302C,dihydroencecalin,,,
4303C,dihydroeudesmol,,,
4304C,dihydroeugenol,,,
4305C,dihydrogalangal acetate,,,
4306C,dihydromyrcenol,,,
4307C,dihydropinocarvone,,,
4308C,dihydropofarnesal,,,
4309C,dihydrotagetone+(e)-beta-ocimene,,,
4310C,"diidromircene,1,6-diol-z",,,
4311C,diisobutyl-phthalate,,,
4312C,dill ether,,,
4313C,dillapiol,,,
4314C,dimethoxy-1-methylnaphthalene,,,
4315C,dimethoxybenzaldehyde,,,
4316C,dimethoxycoumarin,,,
4317C,dimethyl-ionone,,,
4318C,dimethyl anthranilate,,,
4319C,dimethyl disulfide,,,
4320C,dimethyl sulfide,,,
4321C,dimethyl sulfoxide,,,
4322C,dimethyl tetradecane,,,
4323C,dimethyl tetrasulfide,,,
4324C,dimethyl trisulfide,,,
4325C,dimethyl trisulphide,,,
4326C,dimethylnaphthalene,,,
4327C,dimethylquinoline,,,
4328C,dimyrcene ii-b,,,
4329C,dioctyl phthalate,,,
4330C,diosphenol,,,
4331C,diphenylamine,,,
4332C,dipropyl disulfide,,,
4333C,dipropyl pentasulfide,,,
4334C,dipropyl tetrasulfide,,,
4335C,dipropyl trisulfide,,,
4336C,"diterpenal,43,81,147, fw 286",,,
4337C,diterpene derivatives from citronellal (aldehydes or alcohols),,,
4338C,"diterpenol,191,41,177, fw 290",,,
4339C,"diterpenol,43,257,275, fw 290",,,
4340C,dl-limonene,,,
4341C,docosanal,,,
4342C,docosane+thymol,,,
4343C,docosanol,,,
4344C,docosene,,,
4345C,dodecanamide,,,
4346C,dodecanoic oxide,,,
4347C,dodecanole,,,
4348C,dodecenal,,,
4349C,dodecene,,,
4350C,dodecene-1,,,
4351C,dodecenol,,,
4352C,dodecyl acetate,,,
4353C,dolabella-6-10-15-triene,,,
4354C,"dolabella-6,10,15-triene isomer",,,
4355C,dolabradiene,,,
4356C,dotriacontane,,,
4357C,drim-8-en-7-ol,,,
4358C,drim-8(12)-ene,,,
4359C,"drima-4,9(11)-diene",,,
4360C,"drima-7,9(11)-diene",,,
4361C,"drimaâ7,9(11)-diene",,,
4362C,"drimalpha-7,9(11)-diene",,,
4363C,drimenal,,,
4364C,drimenene,,,
4365C,drimenol,,,
4366C,drimenone,,,
4367C,ds sabinene hydrate acetate,,,
4368C,duraldehyde,,,
4369C,duvatriendiol,,,
4370C,e- beta -ocimene,,,
4371C,E-beta-farnesene,,,
4372C,E-beta-ocimene,,,
4373C,e-caryophyllene,,,
4374C,e-myroxide,,,
4375C,e-nerolidol,,,
4376C,e-phytol,,,
4377C,E)-2-Hexenal,,,
4378C,"e,e-farnesene",,,
4379C,"e,e-farnesol",,,
4380C,edulan i,,,
4381C,eemoligenol,,,
4382C,eicosanal,,,
4383C,eicosanol,,,
4384C,eicosene,,,
4385C,eicosene.,,,
4386C,eleicin,,,
4387C,"elema-1,11-dien-15-al",,,
4388C,elemenal,,,
4389C,elemene,,,
4390C,"elemene-8-beta-,11-diol",,,
4391C,elemeneÂ isomer,,,
4392C,elemenone,,,
4393C,elemeol,,,
4394C,elemicine,,,
4395C,elemol acetate,,,
4396C,elimicin,,,
4397C,elsholtzia oxide,,,
4398C,elshotziadiol,,,
4399C,elsloltziadiol-2-acetate,,,
4400C,encecalin,,,
4401C,endo-1-bourbonanol,,,
4402C,endo-borneol,,,
4403C,endo-bornyl acetate,,,
4404C,endo-fenchol,,,
4405C,endo-fenchyl acetate,,,
4406C,"ent-8-alpha-hydroxy labda-13(16),14-dien",,,
4407C,ent-maalian-5-ol,,,
4408C,epi- alpha-cadinol,,,
4409C,epi- beta-bisabolol,,,
4410C,epi-13-manool,,,
4411C,epi-a-cadinol,,,
4412C,epi-alpha--Muurolol,,,
4413C,epi-alpha-bisabol-1-one,,,
4414C,epi-alpha-cadinol epi-alpha-muurolol,,,
4415C,epi-alpha-dadinol (=tau-cadinol),,,
4416C,epi-alpha-eudesmol,,,
4417C,epi-alpha-murolool,,,
4418C,epi-alpha-muurolold,,,
4419C,epi-alpha-muurulol,,,
4420C,epi-alpha-selinene,,,
4421C,epi-alphą-bisabol-1-one,,,
4422C,epi-alphą-cadinol,,,
4423C,epi-beta-bisabolol,,,
4424C,epi-beta-eudesmol(i),,,
4425C,epi-beta-eudesmol(ii),,,
4426C,epi-beta-santalol,,,
4427C,epi-bicyclosesquiphellandrenea,,,
4428C,epi-cedrane,,,
4429C,epi-cedrol,,,
4430C,epi-cubebol+ethyl-3-phenyl-propionate,,,
4431C,epi-curzenone,,,
4432C,epi-curzerenone,,,
4433C,epi-cyclosantalal,,,
4434C,epi-gamma-eudesmol,,,
4435C,epi-globolol,,,
4436C,epi-laurenene,,,
4437C,epi-ligulyloxide,,,
4438C,epi-longipinanol,,,
4439C,epi-rosantalol,,,
4440C,epi-sesquithujene,,,
4441C,epi-spathulenol,,,
4442C,epi-vitispirane,,,
4443C,epi-zizanone,,,
4444C,epi – bicyclosesquiphellandren,,,
4445C,epiacorone [4],,,
4446C,epicubebol,,,
4447C,Epicubenol,,,
4448C,epiglobulol,,,
4449C,epishyobunone,,,
4450C,epoxy-(Z)-beta-ocimene,,,
4451C,epoxy-allo-allo aromadendrene,,,
4452C,epoxy-allo-alloaromadendrene,,,
4453C,epoxy-alpha-terpinyl acetate,,,
4454C,epoxy-ocimene,,,
4455C,epoxy-pseudo isoeugenyl-2-methylbutyrate,,,
4456C,epoxy-pseudo isoeugenyl tiglate,,,
4457C,epoxy-terpinene,,,
4458C,epoxy-terpinolene,,,
4459C,epoxy-trans-pseudo isoeugenyl angelate,,,
4460C,epoxymyrcene,,,
4461C,epsilon-muurolene,,,
4462C,eremanthine,,,
4463C,eremoligenol,,,
4464C,eremophilane,,,
4465C,eremophilene,,,
4466C,eremophyllene,,,
4467C,erythrocentaurin,,,
4468C,ester,,,
4469C,esters,,,
4470C,esters of fatty acids,,,
4471C,estragole,,,
4472C,estragole (methyl chavicol),,,
4473C,ethers,,,
4474C,ethyl-(2e)-pentenoate,,,
4475C,ethyl-(z)-9-hexadecenoate,,,
4476C,ethyl-(z)-9-octadecanoate,,,
4477C,ethyl-(z)-9-octadecenoate,,,
4478C,ethyl-(z)-9-palmitoleate,,,
4479C,"ethyl-(z,z)-9,12-octadecadienoate",,,
4480C,ethyl-2- methyl butyrate,,,
4481C,ethyl-2-furoate,,,
4482C,ethyl-2-methyl-2(e)-butanoate,,,
4483C,ethyl-2-methyl butanoate,,,
4484C,ethyl-2-methyl butyrate,,,
4485C,ethyl-2-methylthio acetate,,,
4486C,ethyl-2-nonynoate,,,
4487C,ethyl-2-phenylacetate,,,
4488C,ethyl-3-(methylthio)-(z)-2-propenoate,,,
4489C,ethyl-3-hydroxybutanoate,,,
4490C,ethyl-3-hydroxybutyrate,,,
4491C,ethyl-3-hydroxydodecanoate,,,
4492C,ethyl-3-hydroxyhexanoate,,,
4493C,ethyl-3-hydroxytridecanoate,,,
4494C,ethyl-3-methyl-2-butenoate,,,
4495C,ethyl-3-methyl butyrate,,,
4496C,ethyl-3-oxohexanoate,,,
4497C,ethyl-3-phenyl-2-propenoate,,,
4498C,ethyl-3-phenylpropionate,,,
4499C,ethyl-4-hydroxybenzoate,,,
4500C,ethyl-4-hydroxyphenylacetate,,,
4501C,ethyl-4-pentenoate,,,
4502C,ethyl-9-decenoated,,,
4503C,ethyl-9-octadecenoated,,,
4504C,ethyl-n-tetradecanoate,,,
4505C,ethyl-o-methylbenzoate,,,
4506C,ethyl-octadec-9-enoate,,,
4507C,ethyl-trans-p-methoxy cinnamate,,,
4508C,ethyl (e)-2-butenoate,,,
4509C,ethyl (e)-2-hexenoate,,,
4510C,ethyl (e)-2-methyl-2-butenoate,,,
4511C,ethyl (e)-2-octenoate,,,
4512C,ethyl (e)-9-palmitoleate,,,
4513C,ethyl (e)-cinnamate,,,
4514C,ethyl (e)-crotonate,,,
4515C,"ethyl (e,z)-2,4-decadienoate",,,
4516C,ethyl 2-furoate,,,
4517C,ethyl 2-hydroxyhexanoate,,,
4518C,ethyl 2-phenylacetate,,,
4519C,ethyl 3-hydroxyhexanoate,,,
4520C,ethyl 5-hydroxyhexanoate,,,
4521C,ethyl acetate,,,
4522C,ethyl benzene,,,
4523C,ethyl butyratea,,,
4524C,ethyl cinnamate,,,
4525C,ethyl crotonate,,,
4526C,ethyl disulphide,,,
4527C,ethyl formate,,,
4528C,ethyl heptadecanoate,,,
4529C,ethyl heptanoate,,,
4530C,ethyl hexadecaonate,,,
4531C,ethyl isdvalerate,,,
4532C,ethyl isobutyrate,,,
4533C,ethyl isovalerate,,,
4534C,ethyl lactate,,,
4535C,ethyl linolenate,,,
4536C,ethyl methylthioacetate,,,
4537C,ethyl myristate,,,
4538C,ethyl nerolate,,,
4539C,ethyl nonanoate,,,
4540C,ethyl octadecanoate,,,
4541C,ethyl octanoate,,,
4542C,ethyl pentadecanoate,,,
4543C,ethyl phenyl propanoate,,,
4544C,ethyl phenylacetate,,,
4545C,ethyl propanoate,,,
4546C,ethyl propionate,,,
4547C,ethyl salicylate,,,
4548C,ethyl tetradecanoatec,,,
4549C,ethyl tiglate,,,
4550C,ethyl toluene,,,
4551C,ethyl tridecanoate,,,
4552C,ethyl undecanoate,,,
4553C,ethyl valerate,,,
4554C,ethylÂ 2-methylbutanoate,,,
4555C,ethylÂ 3-methylbutanoate,,,
4556C,ethylÂ 3-methylbutenoate,,,
4557C,ethylÂ benzoate,,,
4558C,ethylÂ heptanoate,,,
4559C,ethylÂ hexanoate,,,
4560C,ethylÂ pentanoate,,,
4561C,ethylarachidiate,,,
4562C,ethylbenxzoate,,,
4563C,ethylbenzoylacetate,,,
4564C,ethylbutanoate,,,
4565C,ethylbutyrate,,,
4566C,ethylcyclohexane,,,
4567C,ethylhex-3-enoate,,,
4568C,ethylphyseterate,,,
4569C,eucarvone,,,
4570C,eudesm-11-en-4alpha-ol,,,
4571C,"eudesm-11-en-4alpha,6alpha-diol",,,
4572C,eudesm-3-en-6-ol,,,
4573C,eudesm-3-en-7-ol,,,
4574C,eudesm-4(15)-ene-6-ol,,,
4575C,eudesm-7(11)-en-4-ol,,,
4576C,eudesm-7(11)-en-4alpha-ol,,,
4577C,"eudesma-3,11-dien-2-one",,,
4578C,"eudesma-3,11-diene",,,
4579C,"eudesma-4(15),7-dien-1-beta-ol",,,
4580C,"eudesma-4(15),7-dien-1beta-ol",,,
4581C,"eudesma-4(15),7-dien-4beta-ol",,,
4582C,"eudesma-4(15),7-diene-1-beta-ol",,,
4583C,eudesma-4(15).7-dien-1-beta-ol,,,
4584C,"eudesma alpha-4(15),7-dien-1-beta-ol",,,
4585C,"eudesma alpha-4(15),7-dien-4-beta-ol",,,
4586C,"eudesmalpha-4(15),7-dien-1beta-ol isomer",,,
4587C,eugenol [+ (e)-ethyl cinnamate],,,
4588C,eugenol acetate,,,
4589C,eugenol b,,,
4590C,eugenol isobutyrate,,,
4591C,eugenol methyl ether,,,
4592C,eugenyl acetate,,,
4593C,eugenyl acetone,,,
4594C,eugenyl butyrate,,,
4595C,eugenyl isovalerate,,,
4596C,eugenyl valerate,,,
4597C,euparin,,,
4598C,eupatoriochromene,,,
4599C,exo-2-hydroxy-cineole,,,
4600C,exo-2-hydroxycineole acetate,,,
4601C,exo-3-hydroxy-cineole,,,
4602C,exo-6-(2-methylbutyryl oxy)camphor,,,
4603C,exo-6-angelyl oxy camphor,,,
4604C,exo-6-isobutyryl oxy camphor,,,
4605C,exo-6-propionyl oxy camphor,,,
4606C,exo-6-tiglyl oxy camphor,,,
4607C,exo-fenchol,,,
4608C,exo-iso-citral,,,
4609C,exo-isocitral,,,
4610C,farnesal,,,
4611C,farnesene,,,
4612C,farnesene (unknown isomer),,,
4613C,farnesol isomer,,,
4614C,farnesyl acetaldehyde,,,
4615C,farnesyl acetate,,,
4616C,farnesyl acetoned,,,
4617C,fatty acid and esters,,,
4618C,fatty acid derivatives,,,
4619C,fatty acids and fatty acid esters,,,
4620C,fatty acids and others,,,
4621C,faurinone,,,
4622C,fenchyl acetate,,,
4623C,fenchyl alcohol,,,
4624C,ferruginol,,,
4625C,"ferula-1,9-diene",,,
4626C,ferulic acid derivative,,,
4627C,ferulyl angelate,,,
4628C,ferulyl isovalerate,,,
4629C,ferutidine,,,
4630C,filifolide a,,,
4631C,filifolide b,,,
4632C,filifolone,,,
4633C,fillifolen,,,
4634C,flavesone,,,
4635C,flourensiadiol,,,
4636C,fokienol,,,
4637C,formamide,,,
4638C,fragranol,,,
4639C,fragranyl acetate,,,
4640C,frans-carvyl acetate,,,
4641C,friedelan-3-one,,,
4642C,fukinanolide,,,
4643C,furan-2-ethyl,,,
4644C,furanodiene,,,
4645C,furanodienone,,,
4646C,"furanoeudesma-1,3-diene",,,
4647C,furanogermenone,,,
4648C,furanoid form,,,
4649C,furfuryl alcohol,,,
4650C,furfuryl methyl sulfide,,,
4651C,furfuryl octanoate,,,
4652C,furopelargone (a),,,
4653C,furopelargone (b),,,
4654C,furopelargone b,,,
4655C,furyl propyl ketone,,,
4656C,g-termacrene b,,,
4657C,g-terpinene,,,
4658C,gama-cadinene,,,
4659C,gamma-2-cadinene,,,
4660C,gamma-3-carene,,,
4661C,gamma-acoradiene+alpha-alaskene,,,
4662C,gamma-asarone,,,
4663C,gamma-bisabolene,,,
4664C,gamma-bisabolene+delta-cadinene,,,
4665C,gamma-butyrolactone,,,
4666C,gamma-cadiene,,,
4667C,gamma-cadinene+cubenol,,,
4668C,gamma-cadinol,,,
4669C,gamma-calacorene,,,
4670C,gamma-campholene aldehyde,,,
4671C,gamma-campholeneÂ aldehyde,,,
4672C,gamma-campholenic aldehyde,,,
4673C,gamma-cardinene,,,
4674C,gamma-cis-bisabolene,,,
4675C,gamma-costol,,,
4676C,gamma-cuprenene,,,
4677C,gamma-curcumenal,,,
4678C,gamma-curcurnene,,,
4679C,gamma-decalactone,,,
4680C,gamma-dehydro-delta-ar-himachalene,,,
4681C,gamma-dodecalactone,,,
4682C,gamma-eudesmol acetate,,,
4683C,gamma-guaiene,,,
4684C,gamma-hexalactone,,,
4685C,gamma-himachalene,,,
4686C,gamma-humulene,,,
4687C,gamma-maaliene,,,
4688C,gamma-murolene,,,
4689C,gamma-muurulene,,,
4690C,gamma-nonalactone,,,
4691C,gamma-octalactone,,,
4692C,gamma-palmitolactone,,,
4693C,gamma-pentadecalactone,,,
4694C,gamma-pinene,,,
4695C,gamma-tepinene,,,
4696C,gamma-terpene,,,
4697C,gamma-terpinen,,,
4698C,gamma-terpinen-7-al,,,
4699C,gamma-terpinene-7-al,,,
4700C,"gamma-terpinene+3,4,4-trimethyl-5-hexen-2-one",,,
4701C,gamma-terpineol+trans-piperitol,,,
4702C,gamma-terpinolene,,,
4703C,gamma-terpinyl acetate,,,
4704C,gamma-tetradecalactone,,,
4705C,gamma-thujaplicin,,,
4706C,gamma-undecalactone,,,
4707C,gamma-vetivenene,,,
4708C,gamma-vinyl-gamma-valerolactone,,,
4709C,gamma -curcumene,,,
4710C,gamma -curcumene + ar-curcumene,,,
4711C,gamma cadinene,,,
4712C,gamma muurolene,,,
4713C,gammaâcadinone,,,
4714C,gammalpha-cadinene,,,
4715C,gammalpha-eudesmola,,,
4716C,gammalpha-terpinene,,,
4717C,gammavetivenene,,,
4718C,geijerene isomer,,,
4719C,geranal (e),,,
4720C,geranal (z),,,
4721C,geraniaceae,,,
4722C,geranial (in mixture with mw:184),,,
4723C,geranial+perillaldehyde,,,
4724C,geranic acid,,,
4725C,geranic acid+alpha-cubebene,,,
4726C,geranio,,,
4727C,geranioal,,,
4728C,geraniol (in mixture),,,
4729C,geraniol (z),,,
4730C,geraniol formate,,,
4731C,geraniol hexanoate,,,
4732C,geraniol+calamenene,,,
4733C,geraniol+carvacrol,,,
4734C,geraniol+cis-piperitoneoxide,,,
4735C,geranyl-n-heptanoate,,,
4736C,geranyl-n-valerate,,,
4737C,geranyl acetate-ms,,,
4738C,geranyl acetate (e),,,
4739C,geranyl acetate (in mixture with mw = 192),,,
4740C,geranyl acetate (z),,,
4741C,geranyl benzoate,,,
4742C,geranyl caproate,,,
4743C,geranyl formiate,,,
4744C,geranyl geraniol,,,
4745C,geranyl hexanoate,,,
4746C,geranyl isovalerate,,,
4747C,geranyl linalool,,,
4748C,geranyl n-butyrate,,,
4749C,geranyl octanoate,,,
4750C,geranyl propanoate,,,
4751C,geranyl proponate,,,
4752C,geranyl valerate,,,
4753C,geranylÂ acetate,,,
4754C,geranylÂ acetone,,,
4755C,geranylformiate,,,
4756C,geranyllinalool,,,
4757C,geranyltiglate,,,
4758C,geranylvalerate,,,
4759C,"germacra-1(10),4-dien-6-ol",,,
4760C,"germacra-1(10),5-dien-4-beta-ol",,,
4761C,"germacra-1(10),5-dien-4alpha-ol",,,
4762C,"germacra-1,6-diene-5!b-ol",,,
4763C,"germacra-4(15),5(10),14-trien-1-alpha-ol",,,
4764C,"germacra-4(15),5,10(14)-trien-1-al",,,
4765C,"germacra-4(15),5,10(14)-trien-1-ol",,,
4766C,"germacra-4(15),5,10(14)-trien-1a-ol",,,
4767C,"germacra-4(15),5,10(14)-trien-1alpha-ol",,,
4768C,"germacra-4(15),5,10,(14)-trien-1-al",,,
4769C,"germacra-4(15),5,10,(14)-trien-1-alpha-ol",,,
4770C,"germacra-4,5,10-trien-1- alpha-ol",,,
4771C,"germacralpha-4(15),5,10(14)-trien-1alpha-ol",,,
4772C,germacren-4-ol,,,
4773C,germacren b,,,
4774C,germacren d-4-ol,,,
4775C,germacrene,,,
4776C,germacrene-a,,,
4777C,Germacrene-B,,,
4778C,Germacrene-D,,,
4779C,germacrene (unknown isomer),,,
4780C,germacrene bf,,,
4781C,germacrene c,,,
4782C,"germacrene d-1,10-epoxide",,,
4783C,germacrene d-4-beta-ol,,,
4784C,germacrene d-4-o1,,,
4785C,germacrene d isomer 3,,,
4786C,germacrene d+(e)-beta-ionone,,,
4787C,germacrene d+gamma-curcumene,,,
4788C,germacrene d+gamma-muurolene,,,
4789C,"germacrene d1,10-epoxide",,,
4790C,germacrene da,,,
4791C,germacrene oxide .,,,
4792C,germacreneÂ b,,,
4793C,germacreneÂ d,,,
4794C,germacrone,,,
4795C,germecrene d,,,
4796C,gernayl acetate,,,
4797C,geyrene,,,
4798C,gleenol,,,
4799C,gleenol+(e)-nerolidol,,,
4800C,glonulol,,,
4801C,gossonosol,,,
4802C,grandisol,,,
4803C,guai-5-en-11-ol,,,
4804C,guai-6(7)-en-11-ol,,,
4805C,guai-7(11)-en-11-ol,,,
4806C,"guaia-3,10(14)-dien-11-ol",,,
4807C,"guaia-3,7-diene",,,
4808C,"guaia-6,10(14)- dien-4beta-ol",,,
4809C,"guaia-6,10(14)-dien-4beta-ol",,,
4810C,guaiacol,,,
4811C,guaiacolâ<âp-vinyl->,,,
4812C,"guaiadiene <6,9>",,,
4813C,"guaialpha-3,10(14)-dien-11-ol",,,
4814C,"guaialpha-3,7-diene",,,
4815C,"guaialpha-4,6-diene",,,
4816C,"guaialpha-6,10(14)-diene-4beta-ol",,,
4817C,"guaialpha-6,9-diene",,,
4818C,guaicol,,,
4819C,guaien-4-ol,,,
4820C,guaiene,,,
4821C,guaiol+2-tetradecanone,,,
4822C,guaiolacetate,,,
4823C,guaioxide,,,
4824C,"guala-6,9-diene",,,
4825C,gualol,,,
4826C,"guiaia-3,7-diene",,,
4827C,guial,,,
4828C,gurjunene,,,
4829C,gymnomitrol,,,
4830C,hedicariol,,,
4831C,heinecosane,,,
4832C,helifolen-12-al,,,
4833C,helifolen-12-al (anti-anti-anti),,,
4834C,helifolen-12-al (anti-syn-syn),,,
4835C,helifolen-12-al (syn-anti-anti),,,
4836C,helifolen-12-al (syn-syn-syn),,,
4837C,helifolen-15-al,,,
4838C,heneicosanal,,,
4839C,heneicosene,,,
4840C,heneicosylformate,,,
4841C,hentriacontane,,,
4842C,"hept-2,4-dienal",,,
4843C,heptacosene,,,
4844C,heptadecan-2-one,,,
4845C,heptadecane-2-one,,,
4846C,heptadecanoic acid,,,
4847C,heptadecanol,,,
4848C,heptan-1-ol,,,
4849C,heptan-2-one,,,
4850C,"heptan-2,2,4,6,6-pentametil",,,
4851C,heptane,,,
4852C,heptanec,,,
4853C,heptanoic acid,,,
4854C,heptanol,,,
4855C,"heptatriene-1,3,6-trimethyl",,,
4856C,hepten-2-ol,,,
4857C,heptenal,,,
4858C,heptyl-2-methyl butyrate,,,
4859C,heptyl-2-methyl butyrate linalool,,,
4860C,heptyl acetate,,,
4861C,heptyl butyrate,,,
4862C,heptyl cn,,,
4863C,heptyl hexanoate,,,
4864C,heptyl hexanoate+dodecanol,,,
4865C,heptyl isobutyrate,,,
4866C,heptyl isothiocynate,,,
4867C,heptyl lisothiocyanate,,,
4868C,heptyl octanoate,,,
4869C,heptyl phenyl propionate,,,
4870C,herniarine,,,
4871C,hex-3-en-1-ol,,,
4872C,hex-3-enyl benzoate,,,
4873C,hexacosanol,,,
4874C,hexacosene,,,
4875C,hexadecanal,,,
4876C,hexadecanamide,,,
4877C,hexadecane+sesquiterpene alcohol,,,
4878C,hexadecanoicÂ acid,,,
4879C,"hexadecanol, 2-methyl",,,
4880C,hexadecenal,,,
4881C,hexahydro farnesyl acetone,,,
4882C,hexahydroaplotaxene,,,
4883C,hexahydrofamesylacetone,,,
4884C,hexahydrofanesyl acetone,,,
4885C,hexahydrofarnesolacetone,,,
4886C,hexahydrofarnesylÂ acetone,,,
4887C,hexahydropseudoione,,,
4888C,hexan-1-ol,,,
4889C,hexan-2-one,,,
4890C,hexanoi,,,
4891C,hexanol<1->,,,
4892C,hexatriacontane,,,
4893C,hexenol,,,
4894C,hexenyl acetate,,,
4895C,hexyl-3-isovalerate,,,
4896C,hexyl-3-methyl butyrate,,,
4897C,hexyl-3-methyl butyrate+(z)-anethole,,,
4898C,hexyl butanoate,,,
4899C,hexyl 2-methyl butyrate,,,
4900C,hexyl 2-methylbutanoate,,,
4901C,hexyl angelate,,,
4902C,hexyl benzoate,,,
4903C,hexyl butanoate,,,
4904C,hexyl cn,,,
4905C,hexyl isobutanoate,,,
4906C,hexyl isobutyrate,,,
4907C,hexyl isobutyrate+pinocarvone,,,
4908C,hexyl isobutyroate,,,
4909C,hexyl isothiocynate,,,
4910C,hexyl isovalerate+methyl carvacrol,,,
4911C,hexyl isovalevate,,,
