pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
1173,Ocimum kilimandscharicum,Ocimum kilimandscharicum Gürke,Ocimum kilimandscharicum,Gürke,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum kilimandscharicum
1174,Ocimum micranthum,Ocimum micranthum Willd.,Ocimum micranthum, Willd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum campechianum
1175,Ocimum micranthum Wild.,Ocimum micranthum Willd.,Ocimum micranthum , Willd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum campechianum
1176,Ocimum minimum,Ocimum minimum L.,Ocimum minimum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum minimum
1177,Ocimum sanctum,Ocimum sanctum L.,Ocimum sanctum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum tenuiflorum
1178,Ocimum selloi,Ocimum selloi Benth.,Ocimum selloi,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum carnosum
1179,Ocimum tenuiflorum,Ocimum tenuiflorum L.,Ocimum tenuiflorum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum tenuiflorum
1180,Oenanthe crocata,Oenanthe crocata L.,Oenanthe crocata,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Oenanthe crocata
1181,Oenanthe divaricata,Oenanthe divaricata (R.Br.) D.J.Mabberley,Oenanthe divaricata,(R.Br.) D.J.Mabberley,changes made,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Oenanthe pteridifolia
1182,Oliveria decumbens,Oliveria decumbens Vent.,Oliveria decumbens,Vent.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oliveria,Oliveria decumbens
1183,Ononis natrix,Ononis natrix L.,Ononis natrix,L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,Ononis natrix
1184,Ophryosporus heptanthus,Ophryosporus heptanthus (Sch.Bip. ex Wedd.) R.M.King & H.Rob.,Ophryosporus heptanthus,(Sch.Bip. ex Wedd.) R.M.King & H.Rob.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ophryosporus,Ophryosporus heptanthus
1185,Origanum acutidens,Origanum acutidens (Hand.-Mazz.) Ietsw.,Origanum acutidens,(Hand.-Mazz.) Ietsw.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum acutidens
1186,Origanum adanense,Origanum adanense K.H.C.Ba_er & H.Duman,Origanum adanense,K.H.C.Ba_er & H.Duman,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum adanense
1187,Origanum bargyli,Origanum bargyli Mouterde,Origanum bargyli,Mouterde,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum bargyli
1188,Origanum basilicum,Ocimum basilicum L.,Ocimum basilicum,L.,Entry not found,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
1189,Origanum bastetanum,"Origanum bastetanum Socorro, Arrebola & Espinar",Origanum bastetanum,"Socorro, Arrebola & Espinar",,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1190,Origanum boissieri,Origanum boissieri Ietsw.,Origanum boissieri,Ietsw.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum boissieri
1191,Origanum calcaratum,Origanum calcaratum Juss.,Origanum calcaratum,Juss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum calcaratum
1192,Origanum cordifolium,Origanum cordifolium Vog.,Origanum cordifolium,Vog.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum cordifolium
1193,Origanum dayi,Origanum dayi Post,Origanum dayi,Post,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum dayi
1194,Origanum dictamnus,Origanum dictamnus L.,Origanum dictamnus,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum dictamnus
1195,Origanum ehrenbergii,Origanum ehrenbergii Boiss.,Origanum ehrenbergii,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum ehrenbergii
1196,Origanum elongatum,Origanum elongatum (Bonnet) Emb. & Maire,Origanum elongatum,(Bonnet) Emb. & Maire,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum elongatum
1197,Origanum floribundum,Origanum floribundum Munby,Origanum floribundum,Munby,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum floribundum
1198,Origanum husnucan-baserii,"Origanum husnucan-baseri H.Duman, Z.Aytaç & A.Duran",Origanum husnucan-baseri,"H.Duman, Z.Aytaç & A.Duran",Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum husnucan-baseri
1199,Origanum hypericifolium,Origanum hypericifolium O.Schwarz & P.H.Davis,Origanum hypericifolium,O.Schwarz & P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum hypericifolium
1200,Origanum intercedens,Origanum intercedens Rech.f.,Origanum intercedens,Rech.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum intercedens
1201,Origanum leptocladum,Origanum leptocladum Boiss.,Origanum leptocladum,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum leptocladum
1202,Origanum libanoticum,Origanum libanoticum Boiss.,Origanum libanoticum,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum libanoticum
1203,Origanum majorana,Origanum majorana L.,Origanum majorana,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum majorana
1204,Origanum majoricum,Origanum majoricum Cambess.,Origanum majoricum,Cambess.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum majoricum
1205,Origanum micranthum,Ocimum micranthum Willd.,Ocimum micranthum,Willd.,Wrong genus (checked with the journal article),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum campechianum
1206,Origanum minoanum,Origanum minoanum P.H.Davis,Origanum minoanum,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum minoanum
1207,Origanum minutiflorum,Origanum minutiflorum O.Schwarz & P.H.Davis,Origanum minutiflorum,O.Schwarz & P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum minutiflorum
1208,Origanum onites,Origanum onites L.,Origanum onites,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum onites
1209,Origanum saccatum,Origanum saccatum P.H.Davis,Origanum saccatum,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum saccatum
1210,Origanum scabrum,Origanum scabrum Boiss. & Heldr.,Origanum scabrum,Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum scabrum
1211,Origanum solymicum,Origanum solymicum P.H.Davis,Origanum solymicum,P.H.Davis,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum solymicum
1212,Origanum spp.,Origanum Tourn. ex L.,Origanum spp.,Unresolved,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,
1213,Origanum syriacum,Origanum syriacum L.,Origanum syriacum,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum syriacum
1214,Origanum vulgare,Origanum vulgare L.,Origanum vulgare,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1215,Origanum vulgare ssp. hirtum,Origanum vulgare subsp. hirtum (Link) A.Terracc.,Origanum vulgare ,subsp. hirtum (Link) A.Terracc.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1216,Origanum vulgare ssp. virens,Origanum vulgare subsp. virens (Hoffmanns. & Link) Ietsw.,Origanum vulgare,subsp. virens (Hoffmanns. & Link) Ietsw.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1217,Origanum vulgare ssp. viridulum,Origanum vulgare subsp. viridulum (Martrin-Donos) Nyman,Origanum vulgare ,subsp. viridulum (Martrin-Donos) Nyman,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1218,Origanum vulgare ssp. vulgare,Origanum vulgare subsp. vulgare,Origanum vulgare,subsp. vulgare,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
1219,Orthodon dianthera,Orthodon diantherus (Buch.-Ham. ex Roxb.) Hand.-Mazz.,Orthodon diantherus,(Buch.-Ham. ex Roxb.) Hand.-Mazz.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mosla,Mosla dianthera
1220,Osmanthus fragrans,Osmanthus fragrans Lour.,Osmanthus fragrans,Lour.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Osmanthus,Osmanthus fragrans
1221,Otanthus maritimus,Otanthus maritimus (L.) Hoffmanns. & Link,Otanthus maritimus,(L.) Hoffmanns. & Link,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Otanthus,Otanthus maritimus
1222,Otostegia michauxii,Otostegia michauxii Briq.,Otostegia michauxii,Briq.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Rydingia,Rydingia michauxii
1223,Oxytropis falcate,Oxytropis falcata Bunge,Oxytropis falcata,Bunge,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis falcata
1224,Ozothamnus diosmifolius,Ozothamnus diosmifolius (Vent.) DC.,Ozothamnus diosmifolius,(Vent.) DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ozothamnus,Ozothamnus diosmifolius
1225,Paeonia emodi,Paeonia emodi Wall.,Paeonia emodi,Wall.,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,Paeonia emodi
1226,Pandanus fascicularis Lam. var.fasicularis (Kewada),Pandanus fascicularis Lam.,Pandanus fascicularis,Lam. var.fasicularis (Kewada),,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,Pandanus odorifer
1227,Pandanus fascicularis Lam. var.ketaki,Pandanus fascicularis Lam.,Pandanus fascicularis,Lam. var.ketaki,,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,Pandanus odorifer
1228,Pandanus odoratissimus,Pandanus odoratissimus St.John,Pandanus odoratissimus,St. John,,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,Pandanus odoratissimus
1229,Parthenium hysterophorus,Parthenium hysterophorus L.,Parthenium hysterophorus,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus
1230,Pectis apodocephala,Pectis apodocephala Baker,Pectis apodocephala,Baker,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pectis,Pectis brevipedunculata
1231,Pectis floribunda,Pectis floribunda A.Rich.,Pectis floribunda,A.Rich.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pectis,Pectis elongata
1232,Pectis oligocephala,Pectis oligocephala Sch.Bip.,Pectis oligocephala,Sch.Bip.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pectis,Pectis oligocephala
1233,Pelargonium graveolens,Pelargonium graveolens L'Her.,Pelargonium graveolens,L'Her.,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Pelargonium graveolens
1234,Pelargonium graveolens Lâ€™Her ex Ait.,Pelargonium graveolens L'Her.,Pelargonium graveolens ,L'Her.,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Pelargonium graveolens
1235,Pentaceras australe,Pentaceras australe (F.Muell.) Benth.,Pentaceras australe,(F.Muell.) Benth.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pentaceras,Pentaceras australe
1236,Pentapleura subulifera,Pentapleura subulifera Hand.-Mazz.,Pentapleura subulifera,Hand.-Mazz.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pentapleura,Pentapleura subulifera
1237,PeperomiaÂ pellucidaÂ (L.) Kunth,Peperomia pellucida Kunth,Peperomia pellucida,Kunth,,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia pellucida
1238,Perilla frutescens,Perilla frutescens Britton.,Perilla frutescens,Britton.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Perilla,Perilla frutescens
1239,Perovskia abrotanoides,Perovskia abrotanoides Karel.,Perovskia abrotanoides,Karel.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Perovskia,Perovskia abrotanoides
1240,Perovskia atriplicifolia,Perovskia atriplicifolia Benth.,Perovskia atriplicifolia,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Perovskia,Perovskia atriplicifolia
1241,Persea (Chemovar 'aguacate de anis'),Persea Mill.,Persea ,(Chemovar aguacate de anis) unresolved,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,
1242,Persea americana 'California',Persea americana Mill.,Persea americana ,Mill. (California),,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1243,Persea americana 'Haas',Persea americana Mill.,Persea americana ,Mill. (Haas),,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1244,Persea americana var. americana cult. Trapp,Persea americana var. americana,Persea americana ,var. americana cult. Trapp,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1245,Persea americana var. drymfolia,Persea americana var. drymifolia (Schltdl. & Cham.) S.F.Blake,Persea americana,var. drymifolia (Schltdl. & Cham.) S.F.Blake,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1246,Persea americana var. floccosa,Persea americana var. floccosa (Mez) Scora,Persea americana ,var. floccosa (Mez) Scora,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1247,Persea americana var. guatemalensis cult. Nimlioh,Persea americana var. guatemalensis (L.O.Williams) Scora,Persea americana ,var. guatemalensis (L.O.Williams) Scora,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1248,Persea americana var. nubigena,Persea americana var. nubigena (L.O.Williams) L.E.Kopp,Persea americana ,var. nubigena (L.O.Williams) L.E.Kopp,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1249,Persea americana var. steyermarkii,Persea americana var. steyermarkii (C.K.Allen) Scora,Persea americana , var. steyermarkii (C.K.Allen) Scora,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea americana
1250,Persea primatogena,Persea primatogena L.O.Williams & A.Molina,Persea primatogena,L.O.Williams & A.Molina,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia riparia
1251,Persea schiedeana,Persea schiedeana Nees,Persea schiedeana,Nees,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,Persea schiedeana
1252,Petiveria alliacea,Petiveria alliacea L.,Petiveria alliacea,L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Petiveria,Petiveria alliacea
1253,Petroselinum crispum,Petroselinum crispum (Mill.) A.W.Hill,Petroselinum crispum,(Mill.) A.W.Hill,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum
1254,Peucedanum cervariifolium,Peucedanum cervariifolium C.A.Mey.,Peucedanum cervariifolium,C.A.Mey.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cervaria,Cervaria cervariifolia
1255,Peucedanum officinale,Peucedanum officinale L.,Peucedanum officinale,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Peucedanum,Peucedanum officinale
1256,Peucedanum scoparium,Peucedanum scoparium (Boiss.) Boiss.,Peucedanum scoparium,(Boiss.) Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Dichoropetalum,Dichoropetalum scoparium
1257,Phania cajalbanica,Phania cajalbanica Borhidi & O.Muñiz,Phania cajalbanica,Borhidi & O.Muñiz,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Phania,Phania cajalbanica
1258,Phellodendron chinense,Phellodendron chinense C.K.Schneid.,Phellodendron chinense,C.K.Schneid.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Phellodendron,Phellodendron chinense
1259,Phellolophium madagascariensis,Phellolophium madagascariense Baker,Phellolophium madagascariense,Baker,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense
1260,Philodendron acutatum,Philodendron acutatum Schott,Philodendron acutatum,Schott,,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron quinquenervium
1261,Philodendron fragrantissimum,Philodendron fragrantissimum (Hook.) G.Don,Philodendron fragrantissimum,(Hook.) G.Don,,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron fragrantissimum
1262,Philodendron imbe,Philodendron imbe Schott ex Kunth.,Philodendron imbe,Schott ex Kunth.,,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron imbe
1263,Phlomis aucheri,Phlomis aucheri Boiss.,Phlomis aucheri,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis aucheri
1264,Phlomis bourgaei,Phlomis bourgaei Boiss.,Phlomis bourgaei,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis bourgaei
1265,Phlomis bracteosa,Phlomis bracteosa Royle ex Benth.,Phlomis bracteosa,Royle ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomoides,Phlomoides bracteosa
1266,Phlomis cancellata,Phlomis cancellata Bunge,Phlomis cancellata,Bunge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis cancellata
1267,Phlomis chimerae,Phlomis chimerae H.Boissieu,Phlomis chimerae,H.Boissieu,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis chimerae
1268,Phlomis elliptica,Phlomis elliptica Benth.,Phlomis elliptica,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis elliptica
1269,Phlomis fruticosa,Phlomis fruticosa L.,Phlomis fruticosa,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis fruticosa
1270,Phlomis herba-venti,Phlomis herba-venti L.,Phlomis herba-venti,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis herba-venti
1271,Phlomis nissolii,Phlomis nissolii L.,Phlomis nissolii,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis nissolii
1272,Phlomis olivieri,Phlomis olivieri Benth.,Phlomis olivieri,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis olivieri
1273,Phlomis persica,Phlomis persica Boiss.,Phlomis persica,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis persica
1274,Phlomis pungens,Phlomis pungens Willd.,Phlomis pungens,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis herba-venti
1275,Phlomis rigida,Phlomis rigida Labill.,Phlomis rigida,Labill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis rigida
1276,Phlomis samia,Phlomis samia L.,Phlomis samia,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis samia
1277,Phlomis x vuralii,Phlomis vuralii Dadandı,Phlomis vuralii,Dadandı,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis vuralii
1278,Physocaulis nodosus,Physocaulis nodosus (L.) Tausch,Physocaulis nodosus,(L.) Tausch,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,Chaerophyllum nodosum
1279,Pilgerodendron uviferum,Pilgerodendron uviferum Florin,Pilgerodendron uviferum,Florin,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Pilgerodendron,Pilgerodendron uviferum
1280,Pilocarpus jaborandi (pop1),Pilocarpus jaborandi Holmes,Pilocarpus jaborandi ,Holmes (pop1),,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus jaborandi
1281,Pilocarpus jaborandi (pop2),Pilocarpus jaborandi Holmes,Pilocarpus jaborandi ,Holmes (pop2),,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus jaborandi
1282,Pilocarpus spicatus,Pilocarpus spicatus A.St.-Hil.,Pilocarpus spicatus,A.St.-Hil.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus spicatus
1283,Pilocarpus trachyllophus (pop1),Pilocarpus trachylophus Holmes,Pilocarpus trachylophus ,Holmes (pop1),Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus trachylophus
1284,Pilocarpus trachyllophus (pop2),Pilocarpus trachylophus Holmes,Pilocarpus trachylophus ,Holmes (pop2),Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus trachylophus
1285,Pilocarpus trachyllophus (pop3),Pilocarpus trachylophus Holmes,Pilocarpus trachylophus ,Holmes (pop3),Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Pilocarpus,Pilocarpus trachylophus
1286,Pimenta adenoclada,Pimenta adenoclada (Urb.) Burret,Pimenta adenoclada,(Urb.) Burret,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta adenoclada
1287,Pimenta dioica,Pimenta dioica (L.) Merr.,Pimenta dioica,(L.) Merr.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica
1288,Pimenta pseudocaryophyllus,Pimenta pseudocaryophyllus (Gomes) Landrum,Pimenta pseudocaryophyllus,(Gomes) Landrum,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta pseudocaryophyllus
1289,Pimpinella acuminata,Pimpinella acuminata C.B.Clarke,Pimpinella acuminata,C.B.Clarke,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella acuminata
1290,Pimpinella affinis,Pimpinella affinis Ledeb.,Pimpinella affinis,Ledeb.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella affinis
1291,Pimpinella anisactis,Pimpinella anisactis Rech.f.,Pimpinella anisactis,Rech.f.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisactis
1292,Pimpinella anisetum,Pimpinella anisetum Boiss. & Balansa,Pimpinella anisetum,Boiss. & Balansa,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisetum
1293,Pimpinella anisum,Pimpinella anisum L.,Pimpinella anisum,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum
1294,Pimpinella aurea,Pimpinella aurea DC.,Pimpinella aurea,DC.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella aurea
1295,Pimpinella barbata,Pimpinella barbata Boiss.,Pimpinella barbata,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella barbata
1296,Pimpinella saxifraga,Pimpinella saxifraga L.,Pimpinella saxifraga,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella saxifraga
