Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
geranyl 2-methylbutyrate,geranyl 2-methylbutyrate,"InChI=1S/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+",6437648,geranyl 2-methylbutyrate,"InChI=1/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+",
geranyl acetate,geranyl acetate,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",1549026,geranyl acetate,"InChI=1/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",
geranyl acetone,geranyl acetone,"InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",1549778,geranyl acetone,"InChI=1/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",
geranyl butyrate,geranyl butyrate,"InChI=1S/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10+",5355856,geranyl butyrate,"InChI=1/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10+",
geranyl formate,geranyl formate,"InChI=1S/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7+",5282109,geranyl formate,"InChI=1/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7+",
geranyl heptanoate,geranyl heptanoate,"InChI=1S/C17H30O2/c1-5-6-7-8-12-17(18)19-14-13-16(4)11-9-10-15(2)3/h10,13H,5-9,11-12,14H2,1-4H3",3085924,geranyl heptanoate,"InChI=1/C17H30O2/c1-5-6-7-8-12-17(18)19-14-13-16(4)11-9-10-15(2)3/h10,13H,5-9,11-12,14H2,1-4H3/b16-13+",
geranyl isobutyrate,geranyl isobutyrate,"InChI=1S/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9+",6086514,geranyl isobutyrate,"InChI=1/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9+",
geranyl propionate,geranyl propionate,"InChI=1S/C13H22O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9+",5355853,geranyl propionate,"InChI=1/C13H22O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9+",
geranyl tiglate,geranyl tiglate,"InChI=1S/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",5367785,geranyl tiglate,"InChI=1/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",
geranyl-2-methylbutyrate,geranyl-2-methylbutyrate,,NA,geranyl-2-methylbutyrate,"InChI=1/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+",
germacrene a,germacrene a,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9,15H,1,5,7-8,10-11H2,2-4H3/b13-6-,14-9+",5463084,germacrene a,,germacrene a is unparsable due to the following being uninterpretable: germacrene a The following was not parseable: crene a
germacrene b,germacrene b,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9H,5,7-8,10-11H2,1-4H3/b13-6+,14-9+",5281519,germacrene b,,germacrene b is unparsable due to the following being uninterpretable: germacrene b The following was not parseable: crene b
germacrene d,germacrene d,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3",91104,germacrene d,,germacrene d is unparsable due to the following being uninterpretable: germacrene d The following was not parseable: crene d
germacrene d 4-ol,germacrene d 4-ol,,NA,germacrene d 4-ol,,germacrene d 4-ol is unparsable due to the following being uninterpretable: germacrene d 4-ol The following was not parseable: crene d 4-ol
germacrene d-4-alpha-ol,germacrene d-4-alpha-ol,,NA,germacrene d-4-alpha-ol,,germacrene d-4-alpha-ol is unparsable due to the following being uninterpretable: germacrene d-4-alpha-ol The following was not parseable: crene d-4-alpha-ol
germacrene d-4-ol,germacrene d-4-ol,"InChI=1S/C15H26O/c1-12(2)14-8-7-13(3)6-5-10-15(4,16)11-9-14/h6,9,11-12,14,16H,5,7-8,10H2,1-4H3/b11-9+,13-6+",5352847,germacrene d-4-ol,,germacrene d-4-ol is unparsable due to the following being uninterpretable: germacrene d-4-ol The following was not parseable: crene d-4-ol
germacrene-b,germacrene-b,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h6,9H,5,7-8,10-11H2,1-4H3/b13-6+,14-9-",15559495,germacrene-b,,germacrene-b is unparsable due to the following being uninterpretable: germacrene-b The following was not parseable: crene-b
germacrene-d,germacrene-d,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8-,14-7-/t15-/m0/s1",91723653,germacrene-d,,germacrene-d is unparsable due to the following being uninterpretable: germacrene-d The following was not parseable: crene-d
germacrene-d-4-ol,germacrene-d-4-ol,"InChI=1S/C15H26O/c1-12(2)14-8-7-13(3)6-5-10-15(4,16)11-9-14/h6,9,11-12,14,16H,5,7-8,10H2,1-4H3/b11-9+,13-6+",5352847,germacrene-d-4-ol,,germacrene-d-4-ol is unparsable due to the following being uninterpretable: germacrene-d-4-ol The following was not parseable: crene-d-4-ol
germacrene0d,germacrene0d,,NA,germacrene0d,,germacrene0d is unparsable due to the following being uninterpretable: germacrene0d The following was not parseable: crene0d
globulol,globulol,"InChI=1S/C15H26O/c1-9-5-6-10-12(9)13-11(14(13,2)3)7-8-15(10,4)16/h9-13,16H,5-8H2,1-4H3",101716,globulol,,globulol is unparsable due to the following being uninterpretable: globulol The following was not parseable: globulol
globulol+unknown,globulol+unknown,,NA,globulol+unknown,,globulol+unknown is unparsable due to the following being uninterpretable: globulol+unknown The following was not parseable: globulol+unknown
gossonorol,gossonorol,"InChI=1S/C15H22O/c1-12(2)6-5-11-15(4,16)14-9-7-13(3)8-10-14/h6-10,16H,5,11H2,1-4H3",185199,gossonorol,,gossonorol is unparsable due to the following being uninterpretable: gossonorol The following was not parseable: gossonorol
"guaia-6,9-diene","guaia-6,9-diene",,NA,"guaia-6,9-diene",,"guaia-6,9-diene'' is unparsable due to the following being uninterpretable: ''guaia-6,9-diene'' The following was not parseable: ''guaia-6,9-diene''"
guaiazulene,guaiazulene,"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",3515,guaiazulene,,guaiazulene is unparsable due to the following being uninterpretable: guaiazulene The following was not parseable: guaiazulene
guaiol,guaiol,"InChI=1S/C15H26O/c1-10-5-7-12(15(3,4)16)9-14-11(2)6-8-13(10)14/h10-12,16H,5-9H2,1-4H3/t10-,11-,12+/m0/s1",227829,guaiol,,guaiol is unparsable due to the following being uninterpretable: guaiol The following was not parseable: guaiol
guaiol isomer,guaiol isomer,,NA,guaiol isomer,,guaiol isomer is unparsable due to the following being uninterpretable: guaiol isomer The following was not parseable: guaiol isomer
"guaiol isomer f,g","guaiol isomer f,g",,NA,"guaiol isomer f,g",,"guaiol isomer f,g'' is unparsable due to the following being uninterpretable: ''guaiol isomer f,g'' The following was not parseable: ''guaiol isomer f,g''"
hedycaryol,hedycaryol,"InChI=1S/C15H26O/c1-12-6-5-7-13(2)9-11-14(10-8-12)15(3,4)16/h6,9,14,16H,5,7-8,10-11H2,1-4H3/b12-6-,13-9-/t14-/m0/s1",6432240,hedycaryol,,hedycaryol is unparsable due to the following being uninterpretable: hedycaryol The following was not parseable: hedycaryol
helifolenol b,helifolenol b,,NA,helifolenol b,,helifolenol b is unparsable due to the following being uninterpretable: helifolenol b The following was not parseable: helifolenol b
heneicosane,heneicosane,"InChI=1S/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3",12403,heneicosane,"InChI=1/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3",
heptacosane,heptacosane,"InChI=1S/C27H56/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-27H2,1-2H3",11636,heptacosane,"InChI=1/C27H56/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-27H2,1-2H3",
heptadecanal,heptadecanal,"InChI=1S/C17H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18/h17H,2-16H2,1H3",71552,heptadecanal,"InChI=1/C17H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18/h17H,2-16H2,1H3",
heptadecane,heptadecane,"InChI=1S/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3",12398,heptadecane,"InChI=1/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3",
heptadecene,heptadecene,"InChI=1S/C17H34/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3H,1,4-17H2,2H3",23217,heptadecene,"InChI=1/C17H34/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3H,1,4-17H2,2H3",
heptan-2-ol,heptan-2-ol,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",10976,heptan-2-ol,"InChI=1/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",
heptanal,heptanal,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",8130,heptanal,"InChI=1/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",
hexacosane,hexacosane,"InChI=1S/C26H54/c1-3-5-7-9-11-13-15-17-19-21-23-25-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3",12407,hexacosane,"InChI=1/C26H54/c1-3-5-7-9-11-13-15-17-19-21-23-25-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3",
hexadecane,hexadecane,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",11006,hexadecane,"InChI=1/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",
hexadecanoic acid,hexadecanoic acid,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",985,hexadecanoic acid,"InChI=1/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/f/h17H",
hexadecanoic0acid,hexadecanoic0acid,,NA,hexadecanoic0acid,,hexadecanoic0acid is unparsable due to the following being uninterpretable: 0acid The following was not parseable: 0acid
hexadecanol,hexadecanol,"InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",2682,hexadecanol,"InChI=1/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",
hexadecyl acetate,hexadecyl acetate,"InChI=1S/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-18(2)19/h3-17H2,1-2H3",12393,hexadecyl acetate,"InChI=1/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-18(2)19/h3-17H2,1-2H3",
hexahydrofarnesyl acetone,hexahydrofarnesyl acetone,"InChI=1S/C18H36O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h15-17H,6-14H2,1-5H3",10408,hexahydrofarnesyl acetone,,Cannot find ring for hydro substituent to apply to
hexahydrofarnesylacetone,hexahydrofarnesylacetone,"InChI=1S/C18H36O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h15-17H,6-14H2,1-5H3",10408,hexahydrofarnesylacetone,,Cannot find ring for hydro substituent to apply to
hexanal,hexanal,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",6184,hexanal,"InChI=1/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",
hexanoic acid,hexanoic acid,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",8892,hexanoic acid,"InChI=1/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)/f/h7H",
hexanol,hexanol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",8103,hexanol,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",
hexenal,hexenal,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",10460,hexenal,"InChI=1/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",
hexyl acetate,hexyl acetate,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",8908,hexyl acetate,"InChI=1/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",
hexyl butyrate,hexyl butyrate,"InChI=1S/C10H20O2/c1-3-5-6-7-9-12-10(11)8-4-2/h3-9H2,1-2H3",17525,hexyl butyrate,"InChI=1/C10H20O2/c1-3-5-6-7-9-12-10(11)8-4-2/h3-9H2,1-2H3",
hexyl hexanoate,hexyl hexanoate,"InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",22873,hexyl hexanoate,"InChI=1/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",
hexyl isovalerate,hexyl isovalerate,"InChI=1S/C11H22O2/c1-4-5-6-7-8-13-11(12)9-10(2)3/h10H,4-9H2,1-3H3",61455,hexyl isovalerate,"InChI=1/C11H22O2/c1-4-5-6-7-8-13-11(12)9-10(2)3/h10H,4-9H2,1-3H3",
hexyl octanoate,hexyl octanoate,"InChI=1S/C14H28O2/c1-3-5-7-9-10-12-14(15)16-13-11-8-6-4-2/h3-13H2,1-2H3",14228,hexyl octanoate,"InChI=1/C14H28O2/c1-3-5-7-9-10-12-14(15)16-13-11-8-6-4-2/h3-13H2,1-2H3",
hexyl tiglate,hexyl tiglate,"InChI=1S/C11H20O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h5H,4,6-9H2,1-3H3/b10-5+",637523,hexyl tiglate,"InChI=1/C11H20O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h5H,4,6-9H2,1-3H3/b10-5+",
hexyl valerate,hexyl valerate,"InChI=1S/C11H22O2/c1-3-5-7-8-10-13-11(12)9-6-4-2/h3-10H2,1-2H3",70694,hexyl valerate,"InChI=1/C11H22O2/c1-3-5-7-8-10-13-11(12)9-6-4-2/h3-10H2,1-2H3",
hexyl-2-methyl butyrate,hexyl-2-methyl butyrate,,NA,hexyl-2-methyl butyrate,,Unable to assign all locants. This locant was not assigned: 2
himachalol,himachalol,"InChI=1S/C15H26O/c1-11-6-7-12-13(10-11)14(2,3)8-5-9-15(12,4)16/h10,12-13,16H,5-9H2,1-4H3/t12-,13+,15-/m1/s1",121536,himachalol,,himachalol is unparsable due to the following being uninterpretable: himachalol The following was not parseable: himachalol
hinesol,hinesol,"InChI=1S/C15H26O/c1-11-6-5-7-12(2)15(11)9-8-13(10-15)14(3,4)16/h6,12-13,16H,5,7-10H2,1-4H3",289964,hinesol,,hinesol is unparsable due to the following being uninterpretable: hinesol The following was not parseable: hinesol
humulene,humulene,"InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6+,13-7+,14-10+",5281520,humulene,,humulene is unparsable due to the following being uninterpretable: humulene The following was not parseable: humulene
humulene epoxide ii,humulene epoxide ii,"InChI=1S/C15H24O/c1-12-6-7-13-15(4,16-13)10-5-9-14(2,3)11-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8+",5463721,humulene epoxide ii,,humulene epoxide ii is unparsable due to the following being uninterpretable: humulene epoxide ii The following was not parseable: humulene epoxide ii
humulene epoxide iii,humulene epoxide iii,,NA,humulene epoxide iii,,humulene epoxide iii is unparsable due to the following being uninterpretable: humulene epoxide iii The following was not parseable: humulene epoxide iii
humulene epoxide ll,humulene epoxide ll,,NA,humulene epoxide ll,,humulene epoxide ll is unparsable due to the following being uninterpretable: humulene epoxide ll The following was not parseable: humulene epoxide ll
humulene epoxide-ii,humulene epoxide-ii,,NA,humulene epoxide-ii,,humulene epoxide-ii is unparsable due to the following being uninterpretable: humulene epoxide-ii The following was not parseable: humulene epoxide-ii
humulene epoxide-iii,humulene epoxide-iii,,NA,humulene epoxide-iii,,humulene epoxide-iii is unparsable due to the following being uninterpretable: humulene epoxide-iii The following was not parseable: humulene epoxide-iii
humulene oxide i,humulene oxide i,"InChI=1S/C15H24O/c1-12-7-5-9-14(2,3)11-13-15(4,16-13)10-6-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8-",22559443,humulene oxide i,,humulene oxide i is unparsable due to the following being uninterpretable: humulene oxide i The following was not parseable: humulene oxide i
humulene oxide ii,humulene oxide ii,"InChI=1S/C15H24O/c1-12-6-7-13-15(4,16-13)10-5-9-14(2,3)11-8-12/h5,8-9,13H,6-7,10-11H2,1-4H3/b9-5-,12-8-",23274265,humulene oxide ii,,humulene oxide ii is unparsable due to the following being uninterpretable: humulene oxide ii The following was not parseable: humulene oxide ii
indole,indole,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",798,indole,"InChI=1/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",
iso-menthol,iso-menthol,,NA,iso-menthol,,iso-menthol is unparsable due to the following being uninterpretable: iso-menthol The following was not parseable: menthol
iso-menthone,iso-menthone,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3",6986,iso-menthone,,iso-menthone is unparsable due to the following being uninterpretable: iso-menthone The following was not parseable: menthone
isoamyl hexanoate,isoamyl hexanoate,"InChI=1S/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3",16617,isoamyl hexanoate,"InChI=1/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3",
isoamyl isovalerate,isoamyl isovalerate,"InChI=1S/C10H20O2/c1-8(2)5-6-12-10(11)7-9(3)4/h8-9H,5-7H2,1-4H3",12613,isoamyl isovalerate,"InChI=1/C10H20O2/c1-8(2)5-6-12-10(11)7-9(3)4/h8-9H,5-7H2,1-4H3",
isoamyl isovlerate,isoamyl isovlerate,,NA,isoamyl isovlerate,,isoamyl isovlerate is unparsable due to the following being uninterpretable: isovlerate The following was not parseable: vlerate
isoamyl-2-methyl butyrate,isoamyl-2-methyl butyrate,,NA,isoamyl-2-methyl butyrate,,Unable to assign all locants. This locant was not assigned: 2
isobazzanene,isobazzanene,"InChI=1S/C15H24/c1-12-7-10-15(4,11-8-12)13-6-5-9-14(13,2)3/h6-7H,5,8-11H2,1-4H3",14830702,isobazzanene,,isobazzanene is unparsable due to the following being uninterpretable: isobazzanene The following was not parseable: bazzanene
isoborneol,isoborneol,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",64685,isoborneol,,isoborneol is unparsable due to the following being uninterpretable: isoborneol The following was not parseable: borneol
isobornyl acetate,isobornyl acetate,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",6448,isobornyl acetate,,isobornyl acetate is unparsable due to the following being uninterpretable: isobornyl acetate The following was not parseable: bornyl acetate
isobornyl formate,isobornyl formate,"InChI=1S/C11H18O2/c1-10(2)8-4-5-11(10,3)9(6-8)13-7-12/h7-9H,4-6H2,1-3H3/t8-,9-,11+/m1/s1",23623868,isobornyl formate,,isobornyl formate is unparsable due to the following being uninterpretable: isobornyl formate The following was not parseable: bornyl formate
isobornyl formate,isobornyl formate,"InChI=1S/C11H18O2/c1-10(2)8-4-5-11(10,3)9(6-8)13-7-12/h7-9H,4-6H2,1-3H3",518472,isobornyl formate,,isobornyl formate is unparsable due to the following being uninterpretable: isobornyl formate The following was not parseable: bornyl formate
isobornyl propionate,isobornyl propionate,"InChI=1S/C13H22O2/c1-5-11(14)15-10-8-9-6-7-13(10,4)12(9,2)3/h9-10H,5-8H2,1-4H3",89306,isobornyl propionate,,isobornyl propionate is unparsable due to the following being uninterpretable: isobornyl propionate The following was not parseable: bornyl propionate
isobornylformate,isobornylformate,,NA,isobornylformate,,isobornylformate is unparsable due to the following being uninterpretable: isobornylformate The following was not parseable: bornylformate
isobutylphenylacetate,isobutylphenylacetate,,NA,isobutylphenylacetate,"InChI=1/C12H16O2/c1-10(2)9-14-12(13)8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",
isocaryophyllene,isocaryophyllene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6-/t13-,14-/m1/s1",5281522,isocaryophyllene,,isocaryophyllene is unparsable due to the following being uninterpretable: isocaryophyllene The following was not parseable: caryophyllene
isocaryophyllene oxide,isocaryophyllene oxide,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3",14350,isocaryophyllene oxide,,isocaryophyllene oxide is unparsable due to the following being uninterpretable: isocaryophyllene oxide The following was not parseable: caryophyllene oxide
isocomene,isocomene,"InChI=1S/C15H24/c1-11-6-9-14(4)12(2)10-13(3)7-5-8-15(11,13)14/h10-11H,5-9H2,1-4H3/t11-,13+,14+,15?/m1/s1",188113,isocomene,,isocomene is unparsable due to the following being uninterpretable: isocomene The following was not parseable: comene
isoeogenol,isoeogenol,,NA,isoeogenol,,isoeogenol is unparsable due to the following being uninterpretable: isoeogenol The following was not parseable: eogenol
isokaurene,isokaurene,"InChI=1S/C20H32/c1-14-12-20-11-8-16-18(2,3)9-5-10-19(16,4)17(20)7-6-15(14)13-20/h12,15-17H,5-11,13H2,1-4H3",521318,isokaurene,,isokaurene is unparsable due to the following being uninterpretable: isokaurene The following was not parseable: kaurene
isoledene,isoledene,"InChI=1S/C15H24/c1-9-6-8-12-14(15(12,3)4)13-10(2)5-7-11(9)13/h9-10,12,14H,5-8H2,1-4H3",530426,isoledene,,isoledene is unparsable due to the following being uninterpretable: isoledene The following was not parseable: ledene
isomenthol,isomenthol,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9-,10+/m1/s1",45056,isomenthol,,isomenthol is unparsable due to the following being uninterpretable: isomenthol The following was not parseable: menthol
isomenthone,isomenthone,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3",6986,isomenthone,,isomenthone is unparsable due to the following being uninterpretable: isomenthone The following was not parseable: menthone
isopentanol,isopentanol,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",31260,isopentanol,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",
isophytol+phytol,isophytol+phytol,,NA,isophytol+phytol,,isophytol+phytol is unparsable due to the following being uninterpretable: isophytol+phytol The following was not parseable: phytol+phytol
isopinocamphone,isopinocamphone,"InChI=1S/C10H16O/c1-6-8-4-7(5-9(6)11)10(8,2)3/h6-8H,4-5H2,1-3H3/t6-,7+,8-/m0/s1",84532,isopinocamphone,,isopinocamphone is unparsable due to the following being uninterpretable: isopinocamphone The following was not parseable: pinocamphone
isopiperitenone,isopiperitenone,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6,9H,1,4-5H2,2-3H3",79036,isopiperitenone,,isopiperitenone is unparsable due to the following being uninterpretable: isopiperitenone The following was not parseable: piperitenone
isopropyl isobutyrate,isopropyl isobutyrate,"InChI=1S/C7H14O2/c1-5(2)7(8)9-6(3)4/h5-6H,1-4H3",12044,isopropyl isobutyrate,"InChI=1/C7H14O2/c1-5(2)7(8)9-6(3)4/h5-6H,1-4H3",
isopulegol,isopulegol,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h8-11H,1,4-6H2,2-3H3",24585,isopulegol,,isopulegol is unparsable due to the following being uninterpretable: isopulegol The following was not parseable: pulegol
